SentenceID,CodeSwitchedSentence,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,TranslatedSentence,AddedWordList
1487,求 ride ， 同行 。,[1_2],[2_4],求拼车，同行。,
1488,今年 的 activity fee 我 已经 交 过 了 不 会 再 收 你 的 了 ！,[2_3],[16],今年的活动费用我已经交过了不会再收你的了！,
1489,可以 一直 住 ， 没有 lease 的 问题 。,[5],[3_8],可以一直住，没有租金的问题。,
1490,害怕 没有 sponsor ？,[2_3],[3],害怕没有赞助？,
1491,没错 ， 我 是 学生 党 l team player ！,[6_7_8_9],[1_9],没错，我是学生党队员！,
1492,富有 责任心 现在 就 申请 请 发送 你 的 resume 至 em@111,[9],[11],em@112,
1493,我 可以 帮忙 share 费用 。,[3],[5],我可以帮忙公共的费用。,
1494,免费 提供 两 个 车位 和 bus pass 。,[6_7_8],[8],免费提供两个车位和公交车卡。,
1495,> < 客厅 > < 厨房 > 二 楼 另 一 个 房间 住 的 是 一 个 男生 ， 一 楼 客厅 厨房 ， 地下室 住 一 对 小 情侣 ， 都 超级 nice 好 相处 ， 平时 无 party 很 安静 。,[0_1_34_40],[0_1_3_4_6_19_24_31_37_43],><客厅><厨房>二楼另一个房间住的是一个男生，一楼客厅厨房，地下室住一对小情侣，都超级好好相处，平时无派对很安静。,
1496,att 也 只 卖 9 .,[0],[5],att也只卖9.,[9]
1497,att 这 款 翻新 是 9 .,[0],[6],att这款翻新是9.,[9]
1498,联系 方式 ： stephanie em@113,[3_4],[2_4],em@114,
1499,联系 方式 ： stephanie em@113,[3_4],[2_4],em@114,
1500,驾照 刚 拿到 不久 ， 新人 一 枚 ， 你 敢 搭车 ， 我 就 敢 提供 ride,[17],[4_8_12],驾照刚拿到不久，新人一枚，你敢搭车，我就敢提供拼车,
1501,如果 你 需要 去 nyc 我 可以 送 你 去 。,[4],[10],如果你需要去纽约市我可以送你去。,
1502,另外 ， 本 公寓 b ， c 房间 都 需要 出租 ， 意味 着 如果 你 和 你 的 朋友 恰好 想 一起 到 一 个 美好 的 地方 过 新 的 ， 舒适 的 生活 。,[4_5_6],[1_5_11_32_36],另外，本公寓b，c房间都需要出租，意味着如果你和你的朋友恰好想一起到一个美好的地方过新的，舒适的生活。,
1503,现 提供 park crest 一 卧室 短 租 。,[2_3],[8],现提供波峰公园一卧室短租。,
1504,95，5 码 ， chocolate 色 ， 适合 平时 穿 5-5 .,[0_3],[2_5_10],95，5码，巧克力色，适合平时穿5-5.,[5-5]
1505,地址 park forest apartment on west aaron dr .,[1_2_3_4_5_6_7_8],[8],地址西亚伦公园森林公寓dr.,[dr]
1506,今天 随手 一 试 发现 code 能用 ， 真是 意外 惊喜 。,[5],[7_11],今天随手一试发现代码能用，真是意外惊喜。,
1507,需要 去 nyc or jfk 的 同学 可以 把 你们 送到 目的地 。,[2_3_4],[12],需要去纽约市或肯尼迪机场的同学可以把你们送到目的地。,
1508,你 好 ， 同学 找到 ride 了 吗 ？,[5],[2_8],你好，同学找到拼车了吗？,
1509,有 需要 在 local run aaron 或者 去 机场 ， harrisburg ， hershey ， pittsburgh 等 路程 在 1 .,[3_4_5_10_11_12_13_14],[9_11_13_19],有需要在localrunaaron或者去机场，哈里斯堡，赫尔希，匹兹堡等路程在1.,[1]
1510,我 住 park forest apartment,[2_3_4],,我住公园森林公寓,
1511,或 email : s em@115,[1_2_3_4],[2_4],em@116,
1512,很 好 的 deal ， 有 兴趣 的 朋友 不 要 错过 。,[3_4],[4_12],很好的一笔交易，有兴趣的朋友不要错过。,
1513,在 the park 小区 。,[1_2],[4],在公园小区。,
1514,地址 在 w aaron dr ， 地理 位置 好 ， 离 超市 学校 都 很 近 。,[2_3_4_5],[5_9_16],地址在waarondr，地理位置好，离超市学校都很近。,
1515,可 坐 的 公交 有 n ， ne ， nv ， v&vn 。,[5_6_7_8_9_10_11_12],[6_8_10_12],可坐的公交有n，ne，nv，v&vn。,
1516,不如 去 抢 吧 ~ ~ 我 不 会 卖 dealer 吗 ~~~,[10],[4_5],不如去抢吧~~我不会卖零售商吗~~~,
1517,filter 需要 换 了 吗,[0],,滤网需要换了吗,
1518,lion's crossing 的 二 人间 ， 独立 卫生间 ， 家具 齐全 ， 环境 安静 ， 是 个 学习 的 好 地方 。,[0_1],[5_8_11_14_21],lion's路口的二人间，独立卫生间，家具齐全，环境安静，是个学习的好地方。,
1519,park crest terrace 是 公认 性价比 最高 的 小区 。,[0_1_2],[9],波峰公园天台是公认性价比最高的小区。,
1520,公交 的 pass 我 会 留给 您 。,[2],[7],公交的卡我会留给您。,
1521,在 the park 小区 。,[1_2],[4],在公园小区。,
1522,如果 有 价格 合适 的 studio 也 请 联系 楼 主 哦 ， 邮箱 em@117,[5],[12_14],em@118,
1523,今年 的 activity fee 我 已经 交 过 了 不 会 再 收 你 的 了 ！,[2_3],[16],今年的活动费用我已经交过了不会再收你的了！,
1524,联系 方式 微 信 昵称 ethel,[5],,联系方式微信昵称ethel,
1525,email 联系 了 您 ， 请 查收 ， 谢谢 。,[0],[4_7_9],电子邮件联系了您，请查收，谢谢。,
1526,周天 早上 前往 纽约 ， 提供 ride ， 最好 对方 也 有 驾照 可以 轮流 开 。,[6_7],[4_7_16],周天早上前往纽约，提供拼车，最好对方也有驾照可以轮流开。,
1527,是 一 个 三 层 独立 house ， 房间 位于 二 楼 ， 一 层 为 厨房 和 客厅 。,[6_7],[7_12_19],是一个三层独立房子，房间位于二楼，一层为厨房和客厅。,
1528,独立 卫生间 ， 大 的 walk in closet 。,[5_6_7_8],[2_8],独立卫生间，大的壁橱衣柜。,
1529,也 可 直接 转 lease 。,[4_5],[5],也可直接转租金。,
1530,还 需要 ride for five 吗 ？,[2_3_4],[6],还需要五个人的车吗？,
1531,大家 有 这 方面 的 商家 信息 ， 可以 share 啊 。,[9],[7_11],大家有这方面的商家信息，可以公共的啊。,
1532,求 ride 。,[1_2],[2],求拼车。,
1533,google 搜索 新 金马 ， 电话 叫 车,[0],[4],谷歌搜索新金马，电话叫车,
1534,明白 了 ， 我 在 johnstown bb 也 看到 很多 philips pasta maker ， 能 安排 看 一下 吗 ?,[5_6_10_11_12_13],[2_13_19],明白了，我在约翰斯敦湾也看到很多菲利普斯面食制造商，能安排看一下吗?,
1535,请 联系 jim : 814-8800409,[2_3_4],[3],请联系吉姆:814-8800409,
1536,顶 一下 josie 。,[2_3],[3],顶一下乔西。,
1537,通过 refer 获得 的 信用卡 ， 比 自己 申请 难度 小 一些 。,[1],[5_12],通过参照获得的信用卡，比自己申请难度小一些。,
1538,求 ride 。,[1_2],[2],求拼车。,
1539,我 有 一 个 房间 带 个人 卫浴 在 imperial tower .,[9_10_11],[11],我有一个房间带个人卫浴在皇家塔.,
1540,做 examination 的 目的 也 是 配 眼镜 。,[1],[8],做测试的目的也是配眼镜。,
1541,可惜 我 是 iso t t,[3_4_5],,可惜我是isott,
1542,我 也 是 怕 自己 视力 不过 t t 能 稍微 描述 下 考 了 什么 吗 ？,[7_8],[17],我也是怕自己视力不过tt能稍微描述下考了什么吗？,
1543,求 ride .,[1_2],[2],求拼车.,
1544,求 当日 去 jfk 的 ride 。,[3_5_6],[6],求当日去肯尼迪的拼车。,
1545,楼 主脑 残 ， 一 个 没 注意 点 了 两 次 bid 。,[12_13],[3_13],楼主脑残，一个没注意点了两次出价。,
1546,当时 bid 的 结果 相当于 原价 的 66 % 。,[1],[8_9],当时出价的结果相当于原价的66%。,[66]
1547,office 属于 apartment store ， 很 专业 也 很 nice 。,[0_2_3_4_9_10],[4_10],office属于公寓商店，很专业也很友好。,
1548,还 想 顺便 问 下 ride for five 是 抽签 才能 拿到 么 ？,[5_6_7],[13],还想顺便问下五个人的车是抽签才能拿到么？,
1549,应该 是 符合 了 官 网 申请 ride for five 的 要求 。,[7_8_9],[12],应该是符合了官网申请五个人的车的要求。,
1550,最 直接 就是 去 parking office 问 啊 .,[4_5],[8],最直接就是去停车处问啊.,
1551,新人 报道 ， 如何 加入 羽毛球 和 乒乓球 俱乐部 的 email list ， 这样 就 可以 知道 什么 时候 大家 一起 活动 了 ？,[10_11_12],[2_12_23],新人报道，如何加入羽毛球和乒乓球俱乐部的邮件列表，这样就可以知道什么时候大家一起活动了？,
1552,im building 有 不少 桌子 挺 好的,[0_1],,im建筑有不少桌子挺好的,
1553,关于 交通 ： grove 位 于 学校 北面 ， 小 区 包 bus pass ， hp 线 ， vn ， nv 线 都 可以 免费 乘坐 。,[3_12_13_14_15_18_19_20],[2_8_14_17_19_26],关于交通：grove位于学校北面，小区包公交车卡，hp线，vn，nv线都可以免费乘坐。,
1554,空调 是 programmable 的 ， 可以 在 不同 时间 设定 不同 温度 。,[2],[4_12],空调是可编程的的，可以在不同时间设定不同温度。,
1555,各个 卧室 都 不 share 墙 ， 互 不 打扰 ！,[4],[6_10],各个卧室都不公共的墙，互不打扰！,
1556,其他 的 utility 也 都 是 包含 的 ， 不用 额 外交 ， 比如 sewer 。,[2_14_15],[8_12_15],其他的设施也都是包含的，不用额外交，比如下水道。,
1557,求 一 个 当日 上午 去 jfk 的 ride 。,[6_8_9],[9],求一个当日上午去肯尼迪的拼车。,
1558,在 park forest villa,[1_2_3],,在公园森林别墅,
1559,联系 方式 ： email em@53,[3_4],[2_4],em@54,
1560,那 还 需要 ineligible letter 吗 ？,[3_4],[6],那还需要不适用信件吗？,
1561,请问 是 park crest 吗 ？,[2_3],[5],请问是波峰公园吗？,
1562,主人 是 一 个 很 和善 的 中东 lady 。,[8_9],[9],主人是一个很和善的中东女士。,
1564,我 在 maryland 南部 ， dc 附近 。,[2_5],[4_7],我在马里兰南部，华盛顿特区附近。,
1565,房子 是 pointe 两 人 间 ， 可以 拎包 入住 。,[2],[6_10],房子是pointe两人间，可以拎包入住。,
1566,target （ 电子 产品 ， 家居 ， 衣物 等 。,[0_1],[1_4_6_9],target（电子产品，家居，衣物等。,
1567,ebay （ 综合 类 。,[0_1],[1_4],易趣（综合类。,
1568,需要 ride 的 请 联系 ： pn-14 or 站 内 联系,[1_7],[5_6],需要拼车的请联系：917-396-3378或者站内联系,
1569,租 了 一 辆 full size 的 车 ， 去 时 有 三 个 空位 。,[4_5],[8_15],租了一辆全尺寸的车，去时有三个空位。,
1570,html 联系 方式 ： pn-21,[0],[3_4],html联系方式：347-513-4098,
1571,或者 附近 有 没 公寓 ， 可以 免费 overnight parking 的 啊 ？,[8_9],[5_12],或者附近有没公寓，可以免费过夜停车的啊？,
1573,我 赶 时间 直接 去 机场 ， 所以 到 市区 的 我 只 能 中途 把 你 放到 mall 或者 其他 公交 进城 方便 的 地方 。,[18],[6_26],我赶时间直接去机场，所以到市区的我只能中途把你放到大商场或者其他公交进城方便的地方。,
1574,邮箱 是 sunshine em@119,[2_3],[3],em@120,
1575,交通 方便 ， 离 giant ， 东方 超市 近 。,[4_5],[2_5_9],交通方便，离giant，东方超市近。,
1576,也 可以 用 自己 的 学生 邮箱 去 申请 免费 的 amazon prime ， 能 打折 并且 能 有 免费 的 2-day shipping ， 只是 要 注意 ， 这个 免费 的 prime 只有 几 个 月 ， 具体 几 个 月 我 忘 了 。,[11_12_13_21_22_23_31],[13_23_27_36_44],也可以用自己的学生邮箱去申请免费的亚马逊会员，能打折并且能有免费的2-day运输，只是要注意，这个免费的会员只有几个月，具体几个月我忘了。,
1577,amazon 传送 门 ： 点 我 。,[0],[3_6],亚马逊传送门：点我。,
1578,【 出租 】 现有 the park 一 个 卧室 出租 （ 独立 卧室 ！,[0_4_5],[0_2_10_13],【出租】现有公园一个卧室出租（独立卧室！,
1579,重要 的 是 我 提供 免费 bus pass !,[6_7_8],[8],重要的是我提供免费公交车卡!,
1580,我 在 blue course drive,[2_3_4],,我在bluecoursedrive,
1581,再次 更新 一下 ， 是 两 张 单程 的 从 state college 到 费城 的 票 ， 时间 是 8：30pm,[10_11],[3_16],再次更新一下，是两张单程的从statecollege到费城的票，时间是8：30pm,
1582,html 作为 国际 学生 ， 请 你 出 一 份 力 ！,[0],[4_11],html作为国际学生，请你出一份力！,
1583,》 ， opt 给 三 年 ， 会 让 你 有 更 充分 的 时间 求职 ！,[0_1_2],[0_1_6_16],》，选择给三年，会让你有更充分的时间求职！,
1584,stem 的 延期 通过 将 会 是 未来 非 stem 延期 政策 出台 的 强大 助力 。,[0_9],[16],stem的延期通过将会是未来非stem延期政策出台的强大助力。,
1585,） 参考 思路 ： 我们 为 大家 列出 了 一些 可供 参考 的 论述 角度 ， 以 论证 为什么 opt 延期 是 一 项 符合 美国 自身 利益 的 政策 （ 请 大家 注意 ， 决策者 关注 的 并不 是 留学生 的 利益 !,[0_19],[0_3_15_30_34_43],）参考思路：我们为大家列出了一些可供参考的论述角度，以论证为什么选择延期是一项符合美国自身利益的政策（请大家注意，决策者关注的并不是留学生的利益!,
1586,在 “ 参考 思路 ” 中 ， 我们 已经 为 大家 列出 了 从 不同 stakeholders 的 角度 ， 为什么 此 项 政策 是 有意义 的 ， 欢迎 大家 参考 。,[15],[1_4_6_18_26_30],在“参考思路”中，我们已经为大家列出了从不同利益相关者的角度，为什么此项政策是有意义的，欢迎大家参考。,
1587,希望 是 studio ， 或是 one bedroom .,[2_3_5_6_7],[3_7],希望是工作室，或是一间卧室.,
1588,校 医院 有 专门 针对 抑郁 情绪 的 心理 辅导 ， 保险 cover 的,[12],[10],校医院有专门针对抑郁情绪的心理辅导，保险包含的,
1590,求 ride 。,[1_2],[2],求拼车。,
1591,出门 就 有 bus 站 ！,[3],[5],出门就有公交车卡站！,
1592,很 nice ！,[1_2],[2],很好！,
1593,邮件 标明 apple watch 。,[2_3_4],[4],邮件标明苹果手表。,
1594,如 有 available ， 请 邮箱 联系 em@121,[2_3],[3_7],em@122,
1595,租金 595 $ / 月 ， 包 bus pass （ r ， rc ， rp ) ， 包括 水电 、 维修 、 网络 等 费用 ， 家 具有 床 、 桌子 、 椅子 ， 独立 卫生间 。,[7_8_9_10_11_12_13_14_15_16],[2_3_5_9_11_13_15_16_19_21_25_29_31_33_36],租金595$/月，包公交车卡（r，rc，rp)，包括水电、维修、网络等费用，家具有床、桌子、椅子，独立卫生间。,[595]
1596,欢迎 email 咨询 ： em@123,[1],[3_4],em@124,
1597,firestone 贵 于 其他 ， 但是 给 免费 transportation ( 出租 ) 。,[0_8_9],[4_9_11_12],火石贵于其他，但是给免费运输(出租)。,
1598,很多 人 推荐 midas ， 但是 他 家 要 预约 ， 当天 是 轮 不 到 的 。,[3_4],[4_10_17],很多人推荐弥达斯，但是他家要预约，当天是轮不到的。,
1599,即日 起 可以 入住 ， 感 兴趣 的 同学 或者 老师 可以 通过 以下 方式 联系 我 ： email : jingxuan .,[18_19_20_21],[4_17_19_21],即日起可以入住，感兴趣的同学或者老师可以通过以下方式联系我：电子邮件:jingxuan.,[jingxuan]
1600,地址 在 w aaron dr ， 地理 位置 好 ， 离 超市 学校 都 很 近 。,[2_3_4_5],[5_9_16],地址在waarondr，地理位置好，离超市学校都很近。,
1601,可 坐 的 公交 有 n ， ne ， nv ， v&vn 。,[5_6_7_8_9_10_11_12],[6_8_10_12],可坐的公交有n，ne，nv，v&vn。,
1602,很 爱 干净 不 party 。,[4_5],[5],很爱干净不派对。,
1603,地址 在 w aaron dr ， 地理 位置 好 ， 离 超市 学校 都 很 近 。,[2_3_4_5],[5_9_16],地址在waarondr，地理位置好，离超市学校都很近。,
1604,可 坐 的 公交 有 n ， ne ， nv ， v&vn 。,[5_6_7_8_9_10_11_12],[6_8_10_12],可坐的公交有n，ne，nv，v&vn。,
1605,本人 在 state college 住 过 很多 小区 ， park crest 的 公寓 性价比 真的 非常 高 。,[2_3_9_10],[8_17],本人在statecollege住过很多小区，波峰公园的公寓性价比真的非常高。,
1606,如果 你 能 看到 这个 post 就 说明 房间 还 available,[5_10],,如果你能看到这个帖子就说明房间还有位置,
1607,pictures 请 联系 pn-23,[0],[3],图片请联系814-954-0638,
1608,同 lilian 的 遭遇 一模一样,[1],,同莉莲的遭遇一模一样,
1609,有意 spring 开始 租 ， 房子 具体 信息 时 什么,[1],[4],有意春天开始租，房子具体信息时什么,
1610,提 你 是 在 bbs 上 看到 的 帖子 还有 额外 优惠 哦 。,[4],[13],提你是在论坛上看到的帖子还有额外优惠哦。,
1611,如 有 问题 请 联系 ： email ： em@125,[6_7_8],[5_7_8],em@126,
1612,因为 它们 是 prepaid card 不 是 信用卡 ， 所以 不 会 产生 hard pull ， 也 不 会 被 拒 。,[3_4_13_14_15],[8_15_21],因为它们是预付卡不是信用卡，所以不会产生征信，也不会被拒。,
1613,这 就 需要 另外 的 trick 去 开 免费 的 savings 账户 了 。,[5_10],[13],这就需要另外的技巧去开免费的储存账户了。,
1614,prepaid card account 和 savings account 可以 互相 随时 转账 ， 把 所有 的 钱 都 挪 到 savings account 吧 ！,[0_1_2_4_5_18_19],[10_21],预付卡和储存账户可以互相随时转账，把所有的钱都挪到储存账户吧！,
1615,注意 有的 银行 如 boa ， citibank 等 无法 向 其 转账 。,[4_5_6],[5_12],注意有的银行如美国银行，花旗银行等无法向其转账。,
1616,lion's cut 还 不错,[0_1],,lion'scut还不错,
1617,所以 即使 可以 有 两 个 permit ， 我 的 车 也 不 能 用 。,[6_7],[7_15],所以即使可以有两个许可证，我的车也不能用。,
1618,现在 park crest 都 木 有 visitor parking 了 ？,[1_2_6_7],[9],现在波峰公园都木有参观者停车了？,
1619,em@33 jess 是 的 超 极 不 合理 ！,[0_1],[0_8],em@127,
1620,giant 我 听说 是 不 能 过夜 ， 我 停 过 一 个 晚上 没 被 拖 ， 但 看着 空荡荡 的 停车场 还是 有点 心慌 。,[0],[7_17_26],giant我听说是不能过夜，我停过一个晚上没被拖，但看着空荡荡的停车场还是有点心慌。,
1621,email 联系 发 图片 。,[0],[4],电子邮件联系发图片。,
1622,请 给 我 email ， 我 可以 发 图片 。,[3_4],[4_9],请给我电子邮件，我可以发图片。,
1623,因为 住 the pointe 人 太 多 了 。,[2_3],[8],因为住普安特人太多了。,
1624,因为 我们 将 会 break lease ， 所以 你 （ 们 ） 将 直接 和 park crest 签订 合同 ， 租约 将 从 十一月 开始 ， 但是 实际 入住 时间 可以 协调 前后 几 天 。,[4_5_6_15_16],[6_9_11_19_25_35],因为我们将会打破租约，所以你（们）将直接和波峰公园签订合同，租约将从十一月开始，但是实际入住时间可以协调前后几天。,
1625,可以 和 物业 签 lease ；,[4_5],[5],可以和物业签租金；,
1626,详情 请 email 联系 ： em@128,[2],[4_5],em@129,
1627,详情 请 email 联系 ： em@128,[2],[4_5],em@129,
1628,因为 要 share 浴室 ， 所以 女生 会 方便 很多 。,[2],[4_10],因为要公共的浴室，所以女生会方便很多。,
1629,走路 到 downtown 或 学校 约 20-25 分钟 。,[2_6],[8],走路到市中心或学校约20-25分钟。,
1630,虽然 box 小 一点 ， 但是 不 影响 使用 .,[1],[4_9],虽然箱子小一点，但是不影响使用.,
1631,发送 照片 失败 ， 照片 的 drop box 链接 在 这里 ： 不 是 骗子 ， 不 是 骗子 ， 不 是 骗子 。,[6_7],[3_11_15_19_23],发送照片失败，照片的dropbox链接在这里：不是骗子，不是骗子，不是骗子。,
1632,我们 有 房子 急 需要 招租 ， ， ， park crest ;,[9_10_11],[6_7_8_11],我们有房子急需要招租，，，波峰公园;,
1633,联系 方式 ： email : em@130,[3_4_5],[2_4_5],em@131,
1634,主要 是 american airline 和 united 这 两 个 公司 的 。,[2_3_5],[11],主要是美国航空公司和美联航这两个公司的。,
1635,比较 卫生 不 开 party .,[4_5],[5],比较卫生不开派对.,
1636,( gone ) imperial towers ， 房型 好 ， 性价比 高 ， 房东 管理 周全 ， 地理 位置 便利 。,[0_1_2_3_4_5],[0_2_5_8_11_15_19],(没有了)皇家塔楼，房型好，性价比高，房东管理周全，地理位置便利。,
1637,电话 ： pn-24 地址 ： 新泽西 hillsborough 商业 园区,[6],[1_2_4],电话：908-431-5188地址：新泽西晓峰商业园区,
1638,visa 过期 只 会 让 你 无法 入境 但 不 影响 出境 ， 考试 只要 你 护照 没 过期 就 可以 了 ， 不用 担心 ！,[0],[12_22_25],签证过期只会让你无法入境但不影响出境，考试只要你护照没过期就可以了，不用担心！,
1639,我 这里 是 pointe 小区 ！,[3],[5],我这里是pointe小区！,
1640,包 bus pass ！,[1_2_3],[3],包公交车卡！,
1641,你 好 ， 想要 那个 instant pot ， 已经 给 你 发 邮件 ， 谢谢 ！,[5_6_7],[2_7_13_15],你好，想要那个高压锅，已经给你发邮件，谢谢！,
1642,房子 位于 学校 北部 的 pointe 小区 ， 现在 出租 一 套 两 人 间 ， 可以 租 其中 一 间 也 可以 租 两 间 都 租 。,[5],[7_15_28],房子位于学校北部的pointe小区，现在出租一套两人间，可以租其中一间也可以租两间都租。,
1643,房子 是 fully furnished ， 可以 拎包 入住 ， 而且 家具 都 比较 新 。,[2_3_4],[4_8_14],房子是完全装修完毕，可以拎包入住，而且家具都比较新。,
1644,小区 提供 免费 bus pass 房子 除了 gas 和 电 不 包 ， 其他 全 包 。,[3_4_7],[12_16],小区提供免费公交车卡房子除了汽油和电不包，其他全包。,
1645,prefer 女生 。,[0],[2],比较喜欢女生。,
1646,因为 我们 将 会 break lease ， 所以 你 （ 们 ） 将 直接 和 park crest 签订 合同 ， 租约 将 从 十一月 开始 。,[4_5_6_15_16],[6_9_11_19_25],因为我们将会打破租约，所以你（们）将直接和波峰公园签订合同，租约将从十一月开始。,
1647,full size 的 车 ， 空间 大 。,[0_1],[4_7],全尺寸的车，空间大。,
1648,prefer 女生 。,[0],[2],比较喜欢女生。,
1649,prefer 女生 。,[0],[2],比较喜欢女生。,
1650,以前 曾 获 过 csc 资助 在 澳洲 呆 过 一 年 ， 懂得 留学 人员 需要 互相 关照 。,[4],[12_19],以前曾获过中信建投资助在澳洲呆过一年，懂得留学人员需要互相关照。,
1651,大致 来说 我 目前 大概 是 打算 take a year leave ， 所以 也 在 找 能 接 我 租 的 人 ， 最好 也 是 访问 学者 这样 ， 毕竟 是 一 居室 ， 本来 也 适合 。,[7_8_9_10_11],[11_22_29_34_38],大致来说我目前大概是打算休一年假，所以也在找能接我租的人，最好也是访问学者这样，毕竟是一居室，本来也适合。,
1652,prefer 女生 。,[0],[2],比较喜欢女生。,
1653,我 有 房子 的 在 pointe 想 住 吗 ！,[5],[9],我有房子的在pointe想住吗！,
1654,走路 到 downtown 或 学校 约 20-25 分钟 。,[2_6],[8],走路到市中心或学校约20-25分钟。,
1655,走路 到 downtown 或 学校 约 20-25 分钟 。,[2_6],[8],走路到市中心或学校约20-25分钟。,
1656,推荐 林 牧师 所在 的 教会 在 easterly parkway 小学 旁边,[7_8],,推荐林牧师所在的教会在东风大道小学旁边,
1657,电话 ： pn-24 地址 ： 新泽西 hillsborough 商业 园区 邮箱 ： em@132,[6],[1_2_4_10_11],em@133,
1658,$20一 张 来回 $35 有意 请 联系 pn-25 或 pasta em@134,[0_9_10],[7_10],em@135,
1659,她 不 喜欢 ， 换 了 个 air 。,[7_8],[3_8],她不喜欢，换了个air。,
1660,park forest apartments 门口 有 公交 通向 学校 ， 附近 有 weis/giant/walmalt 等 超市 ， 是 state college 中 性价比 很 高 的 小区 。,[0_1_2_16_17],[8_14_24],森林公园公寓门口有公交通向学校，附近有weis/giant/walmalt等超市，是statecollege中性价比很高的小区。,
1661,sce 性价比 最高 的 小区,[0],,sce性价比最高的小区,
1662,park forest 暖气 免费 ， 冬天 真 暖和,[0_1],[4],森林公园暖气免费，冬天真暖和,
1663,下 周 available 的 时间 ： 周二 到 周五 ( 10 .,[2],[5_9_11],下周有位置的时间：周二到周五(10.,[10]
1664,可以 加 lease 。,[2_3],[3],可以加租金。,
1665,小区 便利 ， 离 超市 近 ， r ， rc ， rp 线 公交 。,[7_8_9_10_11],[2_6_8_10_14],小区便利，离超市近，r，rc，rp线公交。,
1666,小区 还 提供 免费 的 bus pass .,[5_6_7],[7],小区还提供免费的公交车卡.,
1667,继续 ding 一下,[1],,继续ding一下,
1668,在 park 分校,[1],,在公园分校,
1669,朋友 是 phd 男生 ， 热情 风趣 ， 无 不良 嗜好 。,[2],[4_7_11],朋友是研究生男生，热情风趣，无不良嗜好。,
1670,因为 share 卫生间 问题 ， 限 男生 一 名 。,[1],[4_9],因为公共的卫生间问题，限男生一名。,
1671,走路 到 downtown 或 学校 约 20-25 分钟 。,[2_6],[8],走路到市中心或学校约20-25分钟。,
1672,是 downtown 那儿 ， 下面 这个 地址 吗 ？,[1],[3_8],是市中心那儿，下面这个地址吗？,
1673,如 有 available ， 请 邮箱 联系 em@121,[2_3],[3_7],em@136,
1674,有 大量 free parking 。,[2_3_4],[4],有大量免费停车位。,
1675,usp = sharing 价格 可 议 。,[0_1_2],[1_6],usp=sharing价格可议。,
1676,楼 主 能 绕道 去 nj ， 然后 从 nj 回 sc 吗 ？,[5_6_9_11],[6_13],楼主能绕道去新泽西，然后从新泽西回sc吗？,
1677,没有 powered door lock ， 没有 powered window .,[1_2_3_4_6_7_8],[4_8],没有动力门锁，没有动力window.,[window]
1678,family plan 缺 人 的 可以 加 我 哈 ！,[0_1],[9],家庭套餐缺人的可以加我哈！,
1679,地址 : parkway plaza,[2_3],[1],地址:parkwayplaza,
1680,prefer 女生 。,[0],[2],比较喜欢女生。,
1681,要 图片 可 联系 ： email ： em@137,[5_6_7],[4_6_7],em@138,
1682,放在 toilet 洗 衣服 很 方便 。,[1],[6],放在厕所洗衣服很方便。,
1683,请 问 有 同学 认识 打 网球 的 同学 有 兴趣 做 tennis 网球 陪练 老师 ， 教 儿童 学员 if you are interested ， please contact em@139,[12_20_21_22_23_24_25_26_27],[16_24_27],em@140,
1684,只 知道 韩国 留学生 有组织 tennis club ， 听说 也 有 中国 的 ， 有 人 知道 活动 时间 或者 联系 方式 吗 。,[5_6_7],[7_13_23],只知道韩国留学生有组织网球俱乐部，听说也有中国的，有人知道活动时间或者联系方式吗。,
1685,seek tennis 网球 陪练 老师 ， 教 儿童 学员 if you are interested ， please contact em@139,[0_1_9_10_11_12_13_14_15_16],[5_13_16],em@141,
1686,tennis 网球 陪练 老师 ， 教 儿童 学员 if you are interested ， please email em@142,[0_8_9_10_11_12_13_14_15],[4_12_15],em@143,
1687,tennis 网球 陪练 老师 ， 教 儿童 学员 if you are interested ， please email em@142,[0_8_9_10_11_12_13_14_15],[4_12_15],em@143,
1688,mai 了 吗 ？,[0],[3],卖出了吗？,
1689,preferred 通讯 方式 是 em@144,[0],[4],em@145,
1690,你 好 ， 我 在 南边 stratford,[6],[2],你好，我在南边斯特拉特福,
1691,hello 大家 好 ！,[0],[3],你好大家好！,
1692,prefer 女生 。,[0],[2],比较喜欢女生。,
1693,em@33 star ， 你 这个 吸 不了 地毯 吧 ？,[0_1_2],[0_2_9],em@146,
1694,我 有 一 个 非常 nice 的 美国 朋友 ， 是 专门 教 英语 的 私人 教师 。,[5],[9_17],我有一个非常好的美国朋友，是专门教英语的私人教师。,
1695,代 她 发 一下 信息 ： would you like to improve your english ?,[6_7_8_9_10_11_12_13],[5_13],代她发一下信息：你想提高你的英语吗？?,
1696,房子 是 lions crossing 4bed/2bath 中 的 一 间 。,[2_3_4],[9],房子是狮子穿越4bed/2bath中的一间。,
1697,小区 门口 就 有 bus ， 很 方便 。,[4_5],[5_8],小区门口就有公交车卡，很方便。,
1698,你 是 说 macy 百货 吗 ？,[3],[6],你是说梅西百货吗？,
1699,我 记得 east college avenue 上 有 几 家 。,[2_3_4],[9],我记得东学院大道上有几家。,
1700,附近 比较 好 的 dealer 在 你 可以 google 一下 ： blue knob ， 村里 local 的 dealer 不如 他们 家 （ 个人 感觉 ）,[4_8_11_12_13_15_17],[10_13_21_24],附近比较好的零售商在你可以谷歌一下：蓝色旋钮，村里当地的零售商不如他们家（个人感觉）,
