sentence ID,original,translated,untranslated word,cs indices in original,cs indices in translated,punct indices in original,punct indices in translated
1364,我 是 一 个 phd 第二 年 。,我 是 一 个 研究生 第二 年 。,[],[4],[4],[7],[7]
1365,顶 nan 姐 ， 我 只好 奇 小 洗衣机 是 怎么 办 到 的 。,顶楠姐 ， 我 只好 奇 小 洗衣机 是 怎么 办到 的 。,[],[1],[0_1_9],[3_14],[1_11]
1366,blue knob 要 开 一 个 小时 的 车 。,蓝色 旋钮 要 开 一 个 小时 的 车 。,[],[0_1],[0_1],[9],[9]
1367,miami heat 时间 ： fri .,迈阿密 热火 时间 ： 星期五 .,[],[0_1_4_5],[0_1_4_5],[3_5],[3_5]
1368,po 主 刚 拿到 教育 学院 的 learning ， design ， & technology 项目 的 博士 录取 。,群主 刚 拿到 教育 学院 的 学习 ， 设计 ， & 科技 项目 的 博士 录取 。,[],[0_7_8_9_10_11_12],[0_6_7_8_9_10_11],[8_10_11_17],[7_9_10_16]
1369,项目 、 funding 什么 的 还没 和 教授 谈 。,项目 、 资金 什么 的 还没 和 教授 谈 。,[],[2],[2],[1_9],[1_9]
1370,欢迎 电话 或者 email 咨询 。,欢迎 电话 或者 电子 邮件 咨询 。,[],[3],[3_4],[5],[6]
1372,到 des moines 要 开 几 天 啊 ？,到 desmoines 要 开 几 天 啊 ？,[],[1_2],[1],[8],[7]
1373,html 有 兴趣 email 至 em@32,em@103,[],[0_3],[0],[5],[0]
1374,大家 好 ， 有 没 有 正好 从 boston 回到 村里 的 同路人 ？,大家 好 ， 有 没 有 正好 从 波士顿 回到 村里 的 同路人 ？,[],[8],[8],[2_13],[2_13]
1375,地点 在 villas at happy valley .,地点 在 villasathappyvalley .,[],[2_3_4_5_6],[2_3],[6],[3]
1376,sam's club 的 后面 ， 对 ， 就是 mall 那里 ， 买 东西 非常 的 方便 而且 高速 就 在 旁边 。,sam's 俱乐部 的 后面 ， 对 ， 就是 商场 那里 ， 买 东西 非常 的 方便 而且 高速 就 在 旁边 。,[],[0_1_8],[0_1_8],[4_6_10_21],[0_4_6_10_21]
1377,感兴趣 的 同学 请 email 我 ： zhengxin .,感兴趣 的 同学 请 电子 邮件 我 ： zhengxin .,[],[4],[4_5_8_9],[6_8],[7_9]
1378,html 联系 方式 pn-21 .,html 联系 方式 347-513-4098 .,[html],[0],[0],[3_4],[3_4]
1379,也 可以 提供 ride 组团 前往 周边 景点 （ 大 瀑布 、 hershey 巧克力 工厂 等 ） 或 outlets （ 匹兹堡 、 费城 、 delaware 免 税 州 、 纽约 等 ） 。,也可以 提供 拼车 组团 前往 周边 景点 （ 大瀑布 、 赫尔 希 巧克力 工厂 等 ） 或 批发 商店 （ 匹兹堡 、 费城 、 特拉华 免税 州 、 纽约 等 ） 。,[],[3_12_18_19_24],[0_2_8_9_10_11_17_18_19_24_25],[8_11_16_19_21_23_28_31_32],[7_9_15_19_21_23_27_30_31]
1380,停车 免费 ， guest parking 也 是 免费 。,停车 免费 ， 客人 停车 也 是 免费 。,[],[3_4],[3],[2_8],[2_8]
1381,地址 在 park crest 。,地址 在 波峰 公园 。,[],[2_3_4],[2_3_4],[4],[4]
1382,小区 很 安静 ， 环境 也 很 好 ， 办公室 就 在家 旁边 的 clubhouse 里 ， 工作 人员 解决 问题 的 效率 都 非常 高 。,小区 很 安静 ， 环境 也 很 好 ， 办公室 就 在家 旁边 的 俱乐部 里 ， 工作 人员 解决 问题 的 效率 都 非常 高 。,[],[14],[14],[3_8_16_26],[3_8_16_26]
1383,房子 安静 ， 地段 好 ， 门 口 有 bus ， 离 主要 grocery shopping 近 。,房子 安静 ， 地段 好 ， 门口 有 公交车 卡 ， 离 主要 杂货 购物 近 。,[],[9_10_13_14],[6_8_9_10_13_14],[2_5_10_16],[2_5_10_16]
1384,请 问 lease 到 几 月,请 问 租金 到 几 月,[],[2],[2],,
1385,再 顶 一下 ， up up up,再 顶 一下 ， upupup,[],[4_5_6],[4],[3],[3]
1386,sm 或者 iso 。,sm 或者 iso 。,[sm_iso],[0_2_3],[0_2_3],[3],[3]
1387,买好 了 提交 下 然后 会 给 发 一 封 邮件 然后 回复 他 一 个 pdf 就 可以 了 （ pdf 记得 是 保险 公司 发 到 你 邮箱 ）,买好 了 提交 下 然后 会 给 发 一 封 邮件 然后 回复 他 一 个 pdf 就 可以 了 （ pdf 记得 是 保险 公司 发 到 你 邮箱 ）,[pdf_pdf],[16_21],[16_21],[20_30],[20_30]
1388,之前 看到 有 贴 大家 说 state id 就 可以 是 penn state id 吗 ？,之前 看到 有 贴 大家 说 州 身份证 就 可以 是 penn 州 身份证 吗 ？,[penn],[6_7_11_12_13],[6_7_11_12_13],[15],[15]
1389,permit 预约 学校 体检 排队 死 人 了 .,许可证 预约 学校 体检 排队 死人 了 .,[],[0],[0_5],[8],[7]
1390,penn state id 不 行 的 。,宾州 州立 大学 身份证 不行 的 。,[],[0_1_2],[0_1_2_3_4],[6],[6]
1391,有 driver license 就 不 要 了 。,有 驾驶证 就 不 要 了 。,[],[1_2],[1],[7],[6]
1392,ps ： 记得 车 要 以 最好 是 gift 或者 尽量 少 点 金额 上报 给 officer ， 这样 可以 少 点 税 ， 税率 是 6% 。,另外 ： 记得 车 要 以 最好 是 礼物 或者 尽量 少 点 金额 上报 给 警察 ， 这样 可以 少 点 税 ， 税率 是 6% 。,[],[0_1_8_16_17],[0_1_8_16_17],[1_17_23_27],[1_17_23_26_27]
1393,ny ， dc ， 一般 大 城市 的 chinatown 都 会有,纽约 ， 华盛顿 特区 ， 一般 大 城市 的 中国城 都 会有,[],[0_1_2_3_8],[0_1_2_3_4_9],[1_3],[1_4]
1394,prefer 女生 ， 因为 我 是 女生 = = 。,比较 喜欢 女生 ， 因为 我 是 女生 = = 。,[],[0],[0_1],[2_7_8_9],[3_8_9_10]
1395,现在 网上 最 便宜 的 是 $130 ， ebay 上 二 手 卖$80 + 。,现在 网上 最 便宜 的 是 $130 ， 易趣 上 二 手 卖$80 + 。,[],[8],[8],[7_13_14],[6_7_12_13_14]
1396,丰富 你 的 简历 ， 充实 课余 生活 ， leadership ， skills ， creativity ， 跟 我们 一起 嗨 爆 起来 ！,丰富 你 的 简历 ， 充实 课余 生活 ， 领导 能力 ， 技能 ， 创新性 ， 跟 我们 一起 嗨 爆 起来 ！,[],[9_10_11_12_13_14],[9_10_11_12_13_14_15],[4_8_10_12_14_21],[4_8_11_13_15_22]
1397,还有 ride 吗 ？,还有 拼车 吗 ？,[],[1],[1],[3],[3]
1398,有 啊 ， 我 的 邮件 ： cut em@104,em@105,[],[7_8],[0],[2_6_8],[0]
1399,heater 已 出,加热器 已 出,[],[0],[0],,
1400,联系 方式 ： bul em@106,em@107,[],[3_4],[0],[2_4],[0]
1401,park crest 是 最 具 性价比 ， 最 方便 小区 之一 。,波峰 公园 是 最 具 性价比 ， 最 方便 小区 之一 。,[],[0_1],[0_1],[6_11],[6_11]
1402,可以 的 ， 只要 有 state id 就 可以,可以 的 ， 只要 有 州 身份证 就 可以,[],[5_6],[5_6],[2],[2]
1403,对 ， 任何 dealer 那儿 都 可以 。,对 ， 任何 零售商 那儿 都 可以 。,[],[3],[3],[1_7],[1_7]
1404,有 state id 就 可以 。,有 州 身份证 就 可以 。,[],[1_2],[1_2],[5],[5]
1405,roommate 是 个 安静 的 中国 女生 ， 人 很 好 。,室友 是 个 安静 的 中国 女生 ， 人 很好 。,[],[0],[0_9_10],[7_11],[7_10]
1406,包 燃气 ， 暖气 ， 水 网络 和 cable 。,包 燃气 ， 暖气 ， 水 网络 和 光纤 。,[],[8_9],[8_9],[2_4_9],[2_4_9]
1407,租 的 话 楼 主 可以 送 个 bus pass 。,租 的 话 楼 主 可以 送个 公交车 卡 。,[],[8_9_10],[6_7_8_9],[10],[9]
1408,本人 买 的 时候 只 花 了 $3000 ， ask for$2500 。,本人 买 的 时候 只 花 了 $3000 ， 问 for$2500 。,[],[9_10_11],[9_10_11],[8_11],[7_8_10_11]
1409,需要 ride 请 联系 .,需要 拼车 请 联系 .,[],[1],[1],[4],[4]
1410,parkway plaza 校区 ， 环境 优美 ， 交通 非常 方便 ！,parkwayplaza 校区 ， 环境 优美 ， 交通 非常 方便 ！,[],[0_1],[0],[3_6_10],[2_5_9]
1412,此 小区 是 state college 信 价 比 最 高 的 小区 。,此 小区 是 statecollege 信 价 比 最 高 的 小区 。,[],[3_4],[3],[12],[11]
1413,现在 已 住 两 位 phd 。,现在 已 住 两 位 研究生 。,[],[5_6],[5_6],[6],[6]
1414,该 小区 有 全 state college 最好 小区 之 称 .,该 小区 有 全 statecollege 最好 小区 之 称 .,[],[4_5],[4],[10],[9]
1415,queen size 的 床 .,大号 的 床 .,[],[0_1],[0],[4],[3]
1416,有 免费 的 bus ticket 以及 一 个 车位 .,有 免费 的 公交车 票 以及 一 个 车位 .,[],[3_4],[3_4],[9],[9]
1417,我 因为 个人 原因 不 能 在 heights 住 ， 现在 找 想要 去 heights 住 的 朋友 接下来 lease 。,我 因为 个人 原因 不 能 在 heights 住 ， 现在 找 想要 去 heights 住 的 朋友 接下来 租金 。,[heights_heights],[7_14_19_20],[7_14_19_20],[9_20],[9_20]
1418,提供 ride 。,提供 拼车 。,[],[1_2],[1_2],[2],[2]
1419,房子 离 club house 很 近 ， 去 车站 也 很 方便 。,房子 离 俱乐部 很近 ， 去 车站 也 很 方便 。,[],[2_3],[2_3_4],[6_12],[4_10]
1420,已 卖 sold,已 卖卖 出,[],[2],[1_2],,
1421,可以 一直 居住 ， 没有 lease 问题 ！,可以 一直 居住 ， 没有 租金 问题 ！,[],[5],[5],[3_7],[3_7]
1422,或者 你们 已经 有 车 的 可以 给 我 提供 ride 也 可以 。,或者 你们 已经 有 车 的 可以 给 我 提供 拼车 也 可以 。,[],[10],[10],[13],[13]
1423,我俩 是 情侣 出游 ， 人 很 nice ， 能 聊 能 kan 。,我俩 是 情侣 出游 ， 人 很 好 ， 能 聊 能侃 。,[],[7_8_12_13],[7_8_11_12],[4_8_13],[4_8_12]
1424,周围 公交 方便 （ rc ， r ， rp ） ， 生活 便捷 （ weise ， fuji ）,周围 公交 方便 （ rc ， r ， rp ） ， 生活 便捷 （ weise ， fuji ）,[rc_r_rp_weise_fuji],[4_5_6_7_8_9_10_14_15_16_17],[4_5_6_7_8_9_10_14_15_16_17],[3_5_7_9_10_13_15_17],[3_5_7_9_10_13_15_17]
1426,没有 bus ， 欢迎 看 房子 ！,没有 公交车 卡 ， 欢迎 看 房子 ！,[],[1_2],[1_2_3],[2_6],[3_7]
1427,出租 ride for five ， 时间 只 能 到 这 学 期末 。,出租 五 个 人 的 车 ， 时间 只 能 到 这 学 期末 。,[],[1_2_3_4],[1_2_3_4_5_6],[4_12],[6_14]
1428,住 东方 超市 附近 感兴趣 请 联系 email ： tim em@108,em@109,[],[7_8_9_10],[0],[8_10],[0]
1429,与 apt 不同 ， 可 体验 不同 的 居住 环境 。,与 公寓 不同 ， 可 体验 不同 的 居住 环境 。,[],[1],[1],[3_10],[3_10]
1430,parkway plaza 五 楼 三 人间 。,parkwayplaza 五 楼 三 人间 。,[],[0_1],[0],[6],[5]
1431,感 兴趣 的 请 联系 ： email ： em@101,em@110,[],[6_7_8],[0],[5_7_8],[0]
1432,可以 从 费城 机场 接 两 个 人和 四 件 行李 回 state college 吗,可以 从 费城 机场 接 两 个 人和 四 件 行李 回 statecollege 吗,[],[12_13],[12],,
1433,毕业 ， 想 把 用 的 车 卖 了 ， 车 一直 在 audi 做 维护 。,毕业 ， 想 把 用 的 车 卖 了 ， 车 一直 在 奥迪 做 维护 。,[],[13],[13],[1_9_16],[1_9_16]
1434,房子 安静 ， 地段 好 ， 离 主要 grocery shopping 近 。,房子 安静 ， 地段 好 ， 离 主要 杂货 购物 近 。,[],[8_9],[8_9],[2_5_11],[2_5_11]
1435,park crest terrace 是 公认 性价比 最高 的 小区 。,波峰 公园 天台 是 公认 性价比 最高 的 小区 。,[],[0_1_2],[0_1_2],[9],[9]
1436,房间 内 家具 、 厨房 用品 和 床 等 生活 用品 配置 齐全 ， 可 拎包 入住 ， 具体 房型 请 参见 park crest 官方 主页 。,房间 内 家具 、 厨房 用品 和 床 等 生活 用品 配置 齐全 ， 可 拎包 入住 ， 具体 房型 请 参见 波峰 公园 官方 主页 。,[],[22_23],[22_23],[3_13_17_26],[3_13_17_26]
1437,all in perfect condition ， 价钱 可以 商量,所有 都 是 完美 状态 ， 价钱 可以 商量,[],[0_1_2_3_4],[0_1_2_3_4_5],[4],[5]
1438,我 可以 提供 ride ， 已 发 楼主 信息,我 可以 提供 拼车 ， 已 发 楼主 信息,[],[3_4],[3_4],[4],[4]
1439,learner's permit 车辆 保险 证明 车辆 的 registration card 同行 需要 一 位 有 驾照 的 人 （ 和 他 的 驾照 ） 其实 这些 在 learner's permit 上 都 写 着 。,learner ' s 许可证 车辆 保险 证明 车辆 的 登记卡 同行 需要 一 位 有 驾照 的 人 （ 和 他 的 驾照 ） 其实 这些 在 learner ' s 许可证 上 都 写 着 。,[learner_s_learner_s],[0_1_7_8_27],[0_1_2_3_9_27_28_29_30],[17_22_32],[1_18_23_28_35]
1441,照片 不 能 显示 ， 需要 的 短信 或者 email 我,照片 不 能 显示 ， 需要 的 短信 或者 电子 邮件 我,[],[9],[9_10],[4],[4]
1442,目前 楼主 正在 email 沟通 中 ， 法律 最后 吧 .,目前 楼主 正在 电子 邮件 沟通 中 ， 法律 最后 吧 .,[],[3],[3_4],[6_10],[7_11]
1443,楼 主 觉得 以后 新生 手册 罚 罚金 这里 除了 copper beach 和 parkway plaza ， 是 不 是 可以 加 个 ng 了 呢 。,楼 主 觉得 以后 新生 手册 罚 罚金 这里 除了 铜山 毛榉 和 大 路 广场 ， 是 不 是 可以 加 个 ng 了 呢 。,[ng],[10_11_13_14_15_22],[10_11_13_14_15_16_23],[15_25],[16_26]
1444,居住 前期 的 物业 ， 一般 设施 坏 了 会 修理 ， 不 会 charge 你 。,居住 前期 的 物业 ， 一般 设施 坏 了 会 修理 ， 不 会 收费 你 。,[],[14],[14],[4_11_16],[4_11_16]
1445,我 觉得 他们 就是 看 我们 毕业 要 回国 了 ， 不 会 再 回来 和 他们 argue ， 才 如此 得意 的 乱 罚款 ！,我 觉得 他们 就是 看 我们 毕业 要 回国 了 ， 不 会 再 回来 和 他们 争论 ， 才 如此 得意 的 乱 罚款 ！,[],[17_18],[17_18],[10_18_25],[10_18_25]
1446,女 ， master ， 安静 。,女 ， 硕士 ， 安静 。,[],[2_3],[2_3],[1_3_5],[1_3_5]
1448,你 好 ， 我 是 andy .,你 好 ， 我 是 安迪 .,[],[5_6],[5_6],[2_6],[2_6]
1449,我 在 state college 有 保险 办公室 。,我 在 statecollege 有 保险 办公室 。,[],[2_3],[2],[7],[6]
1450,本人 phd 男生 ， 有意 的 同学 可以 联系 我 。,本人 研究生 男生 ， 有意 的 同学 可以 联系 我 。,[],[1],[1],[3_10],[3_10]
1451,hello 给 你 发 邮件 了,你 好 给 你 发 邮件 了,[],[0],[1],,
1452,求 ride ， 同行 。,求拼车 ， 同行 。,[],[1_2],[0_1],[2_4],[1_3]
1453,今年 的 activity fee 我 已经 交 过 了 不 会 再 收 你 的 了 ！,今年 的 活动 费用 我 已经 交 过 了 不 会 再 收 你 的 了 ！,[],[2_3],[2_3],[16],[16]
1454,可以 一直 住 ， 没有 lease 的 问题 。,可以 一直 住 ， 没有 租金 的 问题 。,[],[5],[5],[3_8],[3_8]
1455,害怕 没有 sponsor ？,害怕 没有 赞助 ？,[],[2_3],[2_3],[3],[3]
1456,没错 ， 我 是 学生 党 l team player ！,没错 ， 我 是 学生 党 队员 ！,[],[6_7_8_9],[6_7],[1_9],[1_7]
1457,富有 责任心 现在 就 申请 请 发送 你 的 resume 至 em@111,em@112,[],[9],[0],[11],[0]
1458,我 可以 帮忙 share 费用 。,我 可以 帮忙 公共 的 费用 。,[],[3],[3_4],[5],[6]
1459,免费 提供 两 个 车位 和 bus pass 。,免费 提供 两 个 车位 和 公交车 卡 。,[],[6_7_8],[6_7_8],[8],[8]
1460,> < 客厅 > < 厨房 > 二 楼 另 一 个 房间 住 的 是 一 个 男生 ， 一 楼 客厅 厨房 ， 地下室 住 一 对 小 情侣 ， 都 超级 nice 好 相处 ， 平时 无 party 很 安静 。,> < 客厅 > < 厨房 > 二 楼 另 一 个 房间 住 的 是 一 个 男生 ， 一 楼 客厅 厨房 ， 地下室 住 一 对 小 情侣 ， 都 超级 好好 相处 ， 平时 无派 对 很 安静 。,[],[0_1_34_40],[0_1_34_38],[0_1_3_4_6_19_24_31_37_43],[0_1_3_4_6_19_24_31_36_42]
1461,att 也 只 卖 9 .,att 也 只 卖 9 .,[att],[0],[0_4_5],[5],[5]
1462,att 这 款 翻新 是 9 .,att 这 款 翻新 是 9 .,[att],[0],[0_5_6],[6],[6]
1463,联系 方式 ： stephanie em@113,em@114,[],[3_4],[0],[2_4],[0]
1465,驾照 刚 拿到 不久 ， 新人 一 枚 ， 你 敢 搭车 ， 我 就 敢 提供 ride,驾照 刚 拿到 不久 ， 新人 一 枚 ， 你 敢 搭车 ， 我 就 敢 提供 拼车,[],[17],[17],[4_8_12],[4_8_12]
1466,如果 你 需要 去 nyc 我 可以 送 你 去 。,如果 你 需要 去 纽约市 我 可以 送 你 去 。,[],[4],[4],[10],[10]
1468,现 提供 park crest 一 卧室 短 租 。,现 提供 波峰 公园 一 卧室 短租 。,[],[2_3],[2_3_6_7],[8],[7]
1469,95，5 码 ， chocolate 色 ， 适合 平时 穿 5-5.,95，5 码 ， 巧克力 色 ， 适合 平时 穿 5-5.,[],[0_3],[0_3],[2_5],[0_2_5_9]
1470,地址 park forest apartment on west aaron dr .,地址 西 亚伦 公园 森林 公寓 dr .,[dr],[1_2_3_4_5_6_7_8],[1_2_3_4_5_6_7],[8],[7]
1471,今天 随手 一 试 发现 code 能用 ， 真是 意外 惊喜 。,今天 随手 一 试 发现 代码 能用 ， 真是 意外 惊喜 。,[],[5],[5],[7_11],[7_11]
1472,需要 去 nyc or jfk 的 同学 可以 把 你们 送到 目的地 。,需要 去 纽约市 或 肯尼迪 机场 的 同学 可以 把 你们 送到 目的地 。,[],[2_3_4],[2_3_4_5],[12],[13]
1473,你 好 ， 同学 找到 ride 了 吗 ？,你 好 ， 同学 找到 拼车 了 吗 ？,[],[5],[5],[2_8],[2_8]
1474,有 需要 在 local run aaron 或者 去 机场 ， harrisburg ， hershey ， pittsburgh 等 路程 在 1 .,有 需要 在 localrunaaron 或者 去 机场 ， 哈里斯堡 ， 赫尔 希 ， 匹兹堡 等 路程 在 1 .,[],[3_4_5_10_11_12_13_14],[3_8_9_10_11_12_13_17_18],[9_11_13_19],[7_9_12_18]
1475,我 住 park forest apartment,我 住 公园 森林 公寓,[],[2_3_4],[2_3_4],,
1476,或 email : s em@115,em@116,[],[1_2_3_4],[0],[2_4],[0]
1477,很 好 的 deal ， 有 兴趣 的 朋友 不 要 错过 。,很 好 的 一 笔 交易 ， 有 兴趣 的 朋友 不 要 错过 。,[],[3_4],[3_4_5_6],[4_12],[6_14]
1478,在 the park 小区 。,在 公园 小区 。,[],[1_2],[1],[4],[3]
1479,地址 在 w aaron dr ， 地理 位置 好 ， 离 超市 学校 都 很 近 。,地址 在 waarondr ， 地理 位置 好 ， 离 超市 学校 都 很 近 。,[],[2_3_4_5],[2_3],[5_9_16],[3_7_14]
1480,可 坐 的 公交 有 n ， ne ， nv ， v&vn 。,可坐 的 公交 有 n ， ne ， nv ， v&vn 。,[n_ne_nv],[5_6_7_8_9_10_11_12],[0_4_5_6_7_8_9_10_11],[6_8_10_12],[5_7_9_10_11]
1481,不如 去 抢 吧 ~ ~ 我 不 会 卖 dealer 吗 ~~~,不如 去 抢 吧 ~ ~ 我 不 会 卖 零售商 吗 ~~~,[],[10],[10],[4_5],[4_5_12]
1482,filter 需要 换 了 吗,滤网 需要 换 了 吗,[],[0],[0],,
1483,lion's crossing 的 二 人间 ， 独立 卫生间 ， 家具 齐全 ， 环境 安静 ， 是 个 学习 的 好 地方 。,lion ' s 路口 的 二 人间 ， 独立 卫生间 ， 家具 齐全 ， 环境 安静 ， 是 个 学习 的 好 地方 。,[lion_s],[0_1],[0_1_2_3],[5_8_11_14_21],[1_7_10_13_16_23]
1485,公交 的 pass 我 会 留给 您 。,公交 的卡 我 会 留给 您 。,[],[2],[1],[7],[6]
1487,如果 有 价格 合适 的 studio 也 请 联系 楼 主 哦 ， 邮箱 em@117,em@118,[],[5],[0],[12_14],[0]
1489,联系 方式 微 信 昵称 ethel,联系 方式 微 信 昵称 ethel,[ethel],[5],[5],,
1490,email 联系 了 您 ， 请 查收 ， 谢谢 。,电子 邮件 联系 了 您 ， 请 查收 ， 谢谢 。,[],[0],[0_1],[4_7_9],[5_8_10]
1491,周天 早上 前往 纽约 ， 提供 ride ， 最好 对方 也 有 驾照 可以 轮流 开 。,周天 早上 前往 纽约 ， 提供 拼车 ， 最好 对方 也 有 驾照 可以 轮流 开 。,[],[6_7],[6_7],[4_7_16],[4_7_16]
1492,是 一 个 三 层 独立 house ， 房间 位于 二 楼 ， 一 层 为 厨房 和 客厅 。,是 一 个 三 层 独立 房子 ， 房间 位于 二 楼 ， 一 层 为 厨房 和 客厅 。,[],[6_7],[6_7],[7_12_19],[7_12_19]
1493,独立 卫生间 ， 大 的 walk in closet 。,独立 卫生间 ， 大 的 壁橱 衣柜 。,[],[5_6_7_8],[5_6_7],[2_8],[2_7]
1494,也 可 直接 转 lease 。,也 可 直接 转租 金 。,[],[4_5],[3_4_5],[5],[5]
1495,还 需要 ride for five 吗 ？,还 需要 五 个 人 的 车 吗 ？,[],[2_3_4],[2_3_4_5_6],[6],[8]
1496,大家 有 这 方面 的 商家 信息 ， 可以 share 啊 。,大家 有 这 方面 的 商家 信息 ， 可以 公共 的 啊 。,[],[9],[9],[7_11],[7_12]
1497,求 ride 。,求拼车 。,[],[1_2],[0_1],[2],[1]
1498,google 搜索 新 金马 ， 电话 叫 车,谷歌 搜索 新 金马 ， 电话 叫 车,[],[0],[0],[4],[4]
1499,明白 了 ， 我 在 johnstown bb 也 看到 很多 philips pasta maker ， 能 安排 看 一下 吗 ?,明白 了 ， 我 在 约翰斯敦湾 也 看到 很多 菲利普斯 面食 制造商 ， 能 安排 看 一下 吗 ?,[],[5_6_10_11_12_13],[5_9_10_11_12],[2_13_19],[2_12_18]
1500,请 联系 jim : 814-8800409,请 联系 吉姆 : 814-8800409,[],[2_3_4],[2_3_4],[3],[3_4]
1501,顶 一下 josie 。,顶 一下 乔西 。,[],[2_3],[2_3],[3],[3]
1502,通过 refer 获得 的 信用卡 ， 比 自己 申请 难度 小 一些 。,通过 参照 获得 的 信用卡 ， 比 自己 申请 难度 小 一些 。,[],[1],[1],[5_12],[5_12]
1504,我 有 一 个 房间 带 个人 卫浴 在 imperial tower .,我 有 一 个 房间 带 个人 卫浴 在 皇家 塔 .,[],[9_10_11],[9_10_11],[11],[11]
1505,做 examination 的 目的 也 是 配 眼镜 。,做 测试 的 目的 也 是 配 眼镜 。,[],[1],[1],[8],[8]
1506,可惜 我 是 iso t t,可惜 我 是 isott,[],[3_4_5],[3],,
1507,我 也 是 怕 自己 视力 不过 t t 能 稍微 描述 下 考 了 什么 吗 ？,我 也 是 怕 自己 视力 不过 tt 能 稍微 描述 下 考 了 什么 吗 ？,[tt],[7_8],[7],[17],[16]
1509,求 当日 去 jfk 的 ride 。,求 当日 去 肯尼迪 的 拼车 。,[],[3_5_6],[3_5_6],[6],[6]
1510,楼 主脑 残 ， 一 个 没 注意 点 了 两 次 bid 。,楼 主脑 残 ， 一 个 没 注意 点 了 两 次 出价 。,[],[12_13],[12_13],[3_13],[3_13]
1511,当时 bid 的 结果 相当于 原价 的 66% 。,当时 出价 的 结果 相当于 原价 的 66% 。,[],[1],[1],[8],[7_8]
1512,office 属于 apartment store ， 很 专业 也 很 nice 。,office 属于 公寓 商店 ， 很 专业 也 很 友好 。,[office],[0_2_3_4_9_10],[0_2_3_4_9_10],[4_10],[4_10]
1513,还 想 顺便 问 下 ride for five 是 抽签 才能 拿到 么 ？,还 想 顺便 问下 五 个 人 的 车 是 抽签 才能 拿到 么 ？,[],[5_6_7],[3_4_5_6_7_8],[13],[14]
1514,应该 是 符合 了 官 网 申请 ride for five 的 要求 。,应该 是 符合 了 官 网 申请 五 个 人 的 车 的 要求 。,[],[7_8_9],[7_8_9_11],[12],[14]
1515,最 直接 就是 去 parking office 问 啊 .,最 直接 就 是 去 停车处 问 啊 .,[],[4_5],[2_3_5],[8],[8]
1516,新人 报道 ， 如何 加入 羽毛球 和 乒乓球 俱乐部 的 email list ， 这样 就 可以 知道 什么 时候 大家 一起 活动 了 ？,新人 报道 ， 如何 加入 羽毛球 和 乒乓球 俱乐部 的 邮件 列表 ， 这样 就 可以 知道 什么 时候 大家 一起 活动 了 ？,[],[10_11_12],[10_11_12],[2_12_23],[2_12_23]
1517,im building 有 不少 桌子 挺 好的,im 建筑 有 不少 桌子 挺 好的,[im],[0_1],[0_1],,
1518,关于 交通 ： grove 位 于 学校 北面 ， 小 区 包 bus pass ， hp 线 ， vn ， nv 线 都 可以 免费 乘坐 。,关于 交通 ： grove 位 于 学校 北面 ， 小区 包 公交车 卡 ， hp 线 ， vn ， nv线 都 可以 免费 乘坐 。,[grove_hp_vn],[3_12_13_14_15_18_19_20],[3_9_11_12_13_14_17_18_19],[2_8_14_17_19_26],[2_8_13_16_18_24]
1519,空调 是 programmable 的 ， 可以 在 不同 时间 设定 不同 温度 。,空调 是 可编程 的 的 ， 可以 在 不同 时间 设定 不同 温度 。,[],[2],[2],[4_12],[5_13]
1520,各个 卧室 都 不 share 墙 ， 互 不 打扰 ！,各个 卧室 都 不 公共 的 墙 ， 互 不 打扰 ！,[],[4],[4_5],[6_10],[7_11]
1521,其他 的 utility 也 都 是 包含 的 ， 不用 额 外交 ， 比如 sewer 。,其他 的 设施 也 都 是 包含 的 ， 不用 额 外交 ， 比如 下水道 。,[],[2_14_15],[2_14_15],[8_12_15],[8_12_15]
1522,求 一 个 当日 上午 去 jfk 的 ride 。,求 一 个 当日 上午 去 肯尼迪 的 拼车 。,[],[6_8_9],[6_8_9],[9],[9]
1523,在 park forest villa,在 公园 森林 别墅,[],[1_2_3],[1_2_3],,
1525,那 还 需要 ineligible letter 吗 ？,那 还 需要 不 适用 信件 吗 ？,[],[3_4],[3_4_5],[6],[7]
1526,请问 是 park crest 吗 ？,请 问 是 波峰 公园 吗 ？,[],[2_3],[0_1_3_4],[5],[6]
1527,主人 是 一 个 很 和善 的 中东 lady 。,主人 是 一 个 很 和善 的 中东 女士 。,[],[8_9],[8_9],[9],[9]
1528,我 在 maryland 南部 ， dc 附近 。,我 在 马里兰 南部 ， 华盛顿 特区 附近 。,[],[2_5],[2_5_6],[4_7],[4_8]
1529,房子 是 pointe 两 人 间 ， 可以 拎包 入住 。,房子 是 pointe 两 人 间 ， 可以 拎包 入住 。,[pointe],[2],[2],[6_10],[6_10]
1530,target （ 电子 产品 ， 家居 ， 衣物 等 。,target （ 电子 产品 ， 家居 ， 衣物 等 。,[target],[0_1],[0_1],[1_4_6_9],[1_4_6_9]
1531,ebay （ 综合 类 。,易趣 （ 综合 类 。,[],[0_1],[0_1],[1_4],[1_4]
1532,需要 ride 的 请 联系 ： pn-14 or 站 内 联系,需要 拼车 的 请 联系 ： 917-396-3378 或者站 内 联系,[],[1_7],[1_7],[5_6],[5_6]
1533,租 了 一 辆 full size 的 车 ， 去 时 有 三 个 空位 。,租 了 一 辆 全 尺寸 的 车 ， 去 时 有 三 个 空位 。,[],[4_5],[4_5],[8_15],[8_15]
