SentenceID,CodeSwitchedSentence,TranslatedSentence,UntranslatedWord,IndicesOfCodeSwitchedWord,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuation,IndicesOfPunctuationInTranslation
PSU_1444,居住 前期 的 物业 ， 一般 设施 坏 了 会 修理 ， 不 会 charge 你 。,居住 前期 的 物业 ， 一般 设施 坏 了 会 修理 ， 不 会 收费 你 。,[],[14],[14],[4_11_16],[4_11_16]
PSU_1445,我 觉得 他们 就是 看 我们 毕业 要 回国 了 ， 不 会 再 回来 和 他们 argue ， 才 如此 得意 的 乱 罚款 ！,我 觉得 他们 就是 看 我们 毕业 要 回国 了 ， 不 会 再 回来 和 他们 争论 ， 才 如此 得意 的 乱 罚款 ！,[],[17_18],[17_18],[10_18_25],[10_18_25]
PSU_1451,hello 给 你 发 邮件 了,你 好 给 你 发 邮件 了,[],[0],[1],,
PSU_1452,求 ride ， 同行 。,求拼车 ， 同行 。,[],[1_2],[0_1],[2_4],[1_3]
PSU_1453,今年 的 activity fee 我 已经 交 过 了 不 会 再 收 你 的 了 ！,今年 的 活动 费用 我 已经 交 过 了 不 会 再 收 你 的 了 ！,[],[2_3],[2_3],[16],[16]
PSU_1454,可以 一直 住 ， 没有 lease 的 问题 。,可以 一直 住 ， 没有 租金 的 问题 。,[],[5],[5],[3_8],[3_8]
PSU_1455,害怕 没有 sponsor ？,害怕 没有 赞助 ？,[],[2_3],[2_3],[3],[3]
PSU_1456,没错 ， 我 是 学生 党 l team player ！,没错 ， 我 是 学生 党 队员 ！,[],[6_7_8_9],[6_7],[1_9],[1_7]
PSU_1457,富有 责任心 现在 就 申请 请 发送 你 的 简历 至 em@111,富有 责任心 现在 就 申请 请 发送 你 的 resume 至 em@111,[resume],[],[9],[11],[11]
PSU_1458,我 可以 帮忙 share 费用 。,我 可以 帮忙 公共 的 费用 。,[],[3],[3_4],[5],[6]
PSU_1459,免费 提供 两 个 车位 和 bus pass 。,免费 提供 两 个 车位 和 公交车 卡 。,[],[6_7_8],[6_7_8],[8],[8]
PSU_1465,驾照 刚 拿到 不久 ， 新人 一 枚 ， 你 敢 搭车 ， 我 就 敢 提供 ride,驾照 刚 拿到 不久 ， 新人 一 枚 ， 你 敢 搭车 ， 我 就 敢 提供 拼车,[],[17],[17],[4_8_12],[4_8_12]
PSU_1471,今天 随手 一 试 发现 code 能用 ， 真是 意外 惊喜 。,今天 随手 一 试 发现 代码 能用 ， 真是 意外 惊喜 。,[],[5],[5],[7_11],[7_11]
PSU_1473,你 好 ， 同学 找到 ride 了 吗 ？,你 好 ， 同学 找到 拼车 了 吗 ？,[],[5],[5],[2_8],[2_8]
PSU_1477,很 好 的 deal ， 有 兴趣 的 朋友 不 要 错过 。,很 好 的 一 笔 交易 ， 有 兴趣 的 朋友 不 要 错过 。,[],[3_4],[3_4_5_6],[4_12],[6_14]
PSU_1481,不如 去 抢 吧 ~ ~ 我 不 会 卖 dealer 吗 ~~~,不如 去 抢 吧 ~ ~ 我 不 会 卖 零售商 吗 ~~~,[],[10],[10],[4_5],[4_5_12]
PSU_1482,filter 需要 换 了 吗,滤网 需要 换 了 吗,[],[0],[0],,
PSU_1485,公交 的 pass 我 会 留给 您 。,公交 的卡 我 会 留给 您 。,[],[2],[1],[7],[6]
PSU_1487,如果 有 价格 合适 的 studio 也 请 联系 楼 主 哦 ， 邮箱 em@117,如果 有 价格 合适 的 工作室 也 请 联系 楼 主 哦 ， 邮箱 em@117,[],[5],[5],[12_14],[12_14]
PSU_1490,email 联系 了 您 ， 请 查收 ， 谢谢 。,电子 邮件 联系 了 您 ， 请 查收 ， 谢谢 。,[],[0],[0_1],[4_7_9],[5_8_10]
PSU_1491,周天 早上 前往 纽约 ， 提供 ride ， 最好 对方 也 有 驾照 可以 轮流 开 。,周天 早上 前往 纽约 ， 提供 拼车 ， 最好 对方 也 有 驾照 可以 轮流 开 。,[],[6_7],[6_7],[4_7_16],[4_7_16]
PSU_1492,是 一 个 三 层 独立 house ， 房间 位于 二 楼 ， 一 层 为 厨房 和 客厅 。,是 一 个 三 层 独立 房子 ， 房间 位于 二 楼 ， 一 层 为 厨房 和 客厅 。,[],[6_7],[6_7],[7_12_19],[7_12_19]
PSU_1493,独立 卫生间 ， 大 的 walk in closet 。,独立 卫生间 ， 大 的 壁橱 衣柜 。,[],[5_6_7_8],[5_6_7],[2_8],[2_7]
PSU_1494,也 可 直接 转 lease 。,也 可 直接 转租 金 。,[],[4_5],[3_4_5],[5],[5]
PSU_1495,还 需要 ride for five 吗 ？,还 需要 五 个 人 的 车 吗 ？,[],[2_3_4],[2_3_4_5_6],[6],[8]
PSU_1496,大家 有 这 方面 的 商家 信息 ， 可以 share 啊 。,大家 有 这 方面 的 商家 信息 ， 可以 公共 的 啊 。,[],[9],[9],[7_11],[7_12]
PSU_1497,求 ride 。,求拼车 。,[],[1_2],[0_1],[2],[1]
PSU_1502,通过 refer 获得 的 信用卡 ， 比 自己 申请 难度 小 一些 。,通过 参照 获得 的 信用卡 ， 比 自己 申请 难度 小 一些 。,[],[1],[1],[5_12],[5_12]
PSU_1505,做 examination 的 目的 也 是 配 眼镜 。,做 测试 的 目的 也 是 配 眼镜 。,[],[1],[1],[8],[8]
PSU_1509,求 当日 去 jfk 的 ride 。,求 当日 去 肯尼迪 的 拼车 。,[],[3_5_6],[3_5_6],[6],[6]
PSU_1510,楼 主脑 残 ， 一 个 没 注意 点 了 两 次 bid 。,楼 主脑 残 ， 一 个 没 注意 点 了 两 次 出价 。,[],[12_13],[12_13],[3_13],[3_13]
PSU_1511,当时 bid 的 结果 相当于 原价 的 66% 。,当时 出价 的 结果 相当于 原价 的 66% 。,[],[1],[1],[8],[7_8]
PSU_1512,office 属于 apartment store ， 很 专业 也 很 nice 。,办事处 属于 公寓 商店 ， 很 专业 也 很 友好 。,[],[0_2_3_4_9_10],[0_2_3_4_9_10],[4_10],[4_10]
PSU_1513,还 想 顺便 问 下 ride for five 是 抽签 才能 拿到 么 ？,还 想 顺便 问下 五 个 人 的 车 是 抽签 才能 拿到 么 ？,[],[5_6_7],[3_4_5_6_7_8],[13],[14]
PSU_1514,应该 是 符合 了 官 网 申请 ride for five 的 要求 。,应该 是 符合 了 官 网 申请 五 个 人 的 车 的 要求 。,[],[7_8_9],[7_8_9_11],[12],[14]
PSU_1515,最 直接 就是 去 parking office 问 啊 .,最 直接 就 是 去 停车处 问 啊 。,[],[4_5],[2_3_5],[8],[8]
PSU_1516,新人 报道 ， 如何 加入 羽毛球 和 乒乓球 俱乐部 的 email list ， 这样 就 可以 知道 什么 时候 大家 一起 活动 了 ？,新人 报道 ， 如何 加入 羽毛球 和 乒乓球 俱乐部 的 邮件 列表 ， 这样 就 可以 知道 什么 时候 大家 一起 活动 了 ？,[],[10_11_12],[10_11_12],[2_12_23],[2_12_23]
PSU_1519,空调 是 programmable 的 ， 可以 在 不同 时间 设定 不同 温度 。,空调 是 可编程 的 的 ， 可以 在 不同 时间 设定 不同 温度 。,[],[2],[2],[4_12],[5_13]
PSU_1520,各个 卧室 都 不 share 墙 ， 互 不 打扰 ！,各个 卧室 都 不 公共 的 墙 ， 互 不 打扰 ！,[],[4],[4_5],[6_10],[7_11]
PSU_1521,其他 的 utility 也 都 是 包含 的 ， 不用 额 外交 ， 比如 sewer 。,其他 的 设施 也 都 是 包含 的 ， 不用 额 外交 ， 比如 下水道 。,[],[2_14_15],[2_14_15],[8_12_15],[8_12_15]
PSU_1522,求 一 个 当日 上午 去 jfk 的 ride 。,求 一 个 当日 上午 去 肯尼迪 的 拼车 。,[],[6_8_9],[6_8_9],[9],[9]
PSU_1525,那 还 需要 ineligible letter 吗 ？,那 还 需要 不 适用 信件 吗 ？,[],[3_4],[3_4_5],[6],[7]
PSU_1527,主人 是 一 个 很 和善 的 中东 lady 。,主人 是 一 个 很 和善 的 中东 女士 。,[],[8_9],[8_9],[9],[9]
PSU_1533,租 了 一 辆 full size 的 车 ， 去 时 有 三 个 空位 。,租 了 一 辆 全 尺寸 的 车 ， 去 时 有 三 个 空位 。,[],[4_5],[4_5],[8_15],[8_15]
PSU_1535,或者 附近 有 没 公寓 ， 可以 免费 overnight parking 的 啊 ？,或者 附近 有 没 公寓 ， 可以 免费 过夜 停车 的 啊 ？,[],[8_9],[8_9],[5_12],[5_12]
PSU_1536,我 赶 时间 直接 去 机场 ， 所以 到 市区 的 我 只 能 中途 把 你 放到 mall 或者 其他 公交 进城 方便 的 地方 。,我 赶 时间 直接 去 机场 ， 所以 到 市区 的 我 只 能 中途 把 你 放到 大 商场 或者 其他 公交 进城 方便 的 地方 。,[],[18],[18_19],[6_26],[6_27]
PSU_1539,也 可以 用 自己 的 学生 邮箱 去 申请 免费 的 amazon prime ， 能 打折 并且 能 有 免费 的 2-day shipping ， 只是 要 注意 ， 这个 免费 的 prime 只有 几 个 月 ， 具体 几 个 月 我 忘 了 。,也可以 用 自己 的 学生 邮箱 去 申请 免费 的 亚马逊 会员 ， 能 打折 并且 能 有 免费 的 2-day 运输 ， 只是 要 注意 ， 这个 免费 的 会员 只有 几 个 月 ， 具体 几 个 月 我 忘了 。,[],[11_12_13_22_23_31],[0_10_11_12_21_22_30_41_42],[13_23_27_36_44],[12_20_22_26_35_42]
PSU_1542,重要 的 是 我 提供 免费 bus pass !,重要 的 是 我 提供 免费 公交车 卡 !,[],[6_7_8],[6_7_8],[8],[8]
PSU_1549,在 “ 参考 思路 ” 中 ， 我们 已经 为 大家 列出 了 从 不同 stakeholders 的 角度 ， 为什么 此 项 政策 是 有意义 的 ， 欢迎 大家 参考 。,在 “ 参考 思路 ” 中 ， 我们 已经 为 大家 列出 了 从 不同 利益 相关者 的 角度 ， 为什么 此 项 政策 是 有意义 的 ， 欢迎 大家 参考 。,[],[15],[15_16],[1_4_6_18_26_30],[1_4_6_19_27_31]
PSU_1550,希望 是 studio ， 或是 one bedroom .,希望 是 工作室 ， 或是 一 间 卧室 。,[],[2_3_5_6_7],[2_3_5_6_7_8],[3_7],[3_8]
PSU_1551,校 医院 有 专门 针对 抑郁 情绪 的 心理 辅导 ， 保险 cover 的,校 医院 有 专门 针对 抑郁 情绪 的 心理 辅导 ， 保险 包含 的,[],[12],[12],[10],[10]
PSU_1553,出门 就 有 bus 站 ！,出门 就 有 公交车 卡站 ！,[],[3],[3_4_5],[5],[5]
PSU_1554,很 nice ！,很好 ！,[],[1_2],[0_1],[2],[1]
PSU_1556,如 有 available ， 请 邮箱 联系 em@121,如有 空的 ， 请 邮箱 联系 em@121,[],[2_3],[0_1_2],[3_7],[2_6]
PSU_1558,欢迎 email 咨询 ： em@123,欢迎 邮件 咨询 ： em@123,[],[1],[1],[3_4],[3_4]
PSU_1559,firestone 贵 于 其他 ， 但是 给 免费 transportation ( 出租 ) 。,火石 贵于 其他 ， 但是 给 免费 运输 ( 出租 ) 。,[],[0_8_9],[0_1_7_8],[4_9_11_12],[3_8_10_11]
PSU_1564,很 爱 干净 不 party 。,很 爱 干净 不 派对 。,[],[4_5],[4_5],[5],[5]
PSU_1568,如果 你 能 看到 这个 post 就 说明 房间 还 available,如果 你 能 看到 这个 帖子 就 说明 房间 还 有 位置,[],[5_10],[5_10_11],,
PSU_1569,pictures 请 联系 pn-23,图片 请 联系 814-954-0638,[],[0],[0],[3],[3]
PSU_1571,有意 spring 开始 租 ， 房子 具体 信息 时 什么,有意 春天 开始 租 ， 房子 具体 信息 时 什么,[],[1],[1],[4],[4]
PSU_1572,提 你 是 在 bbs 上 看到 的 帖子 还有 额外 优惠 哦 。,提 你 是 在 论坛 上 看到 的 帖子 还有 额外 优惠 哦 。,[],[4],[4],[13],[13]
PSU_1574,因为 它们 是 prepaid card 不 是 信用卡 ， 所以 不 会 产生 hard pull ， 也 不 会 被 拒 。,因为 它们 是 预付卡 不 是 信用卡 ， 所以 不 会 产生 征信 ， 也 不 会 被 拒 。,[],[3_4_13_14_15],[3_12_13],[8_15_21],[7_13_19]
PSU_1575,这 就 需要 另外 的 trick 去 开 免费 的 savings 账户 了 。,这 就 需要 另外 的 技巧 去 开 免费 的 储存 账户 了 。,[],[5_10],[5_10],[13],[13]
PSU_1576,prepaid card account 和 savings account 可以 互相 随时 转账 ， 把 所有 的 钱 都 挪 到 savings account 吧 ！,预付卡 和 储存 账户 可以 互相 随时 转账 ， 把 所有 的 钱 都 挪 到 储存 账户 吧 ！,[],[0_1_2_4_5_18_19],[0_2_3_16_17],[10_21],[8_19]
PSU_1579,所以 即使 可以 有 两 个 permit ， 我 的 车 也 不 能 用 。,所以 即使 可以 有 两 个 许可证 ， 我 的 车 也 不 能 用 。,[],[6_7],[6_7],[7_15],[7_15]
PSU_1580,现在 park crest 都 木 有 visitor parking 了 ？,现在 波峰 公园 都 木有 参观者 停车 了 ？,[],[1_2_6_7],[1_2_4_5_6],[9],[8]
PSU_1586,因为 我们 将 会 break lease ， 所以 你 （ 们 ） 将 直接 和 park crest 签订 合同 ， 租约 将 从 十一月 开始 ， 但是 实际 入住 时间 可以 协调 前后 几 天 。,因为 我们 将 会 打破 租约 ， 所以 你 （ 们 ） 将 直接 和 波峰 公园 签订 合同 ， 租约 将 从 十一月 开始 ， 但是 实际 入住 时间 可以 协调 前后 几 天 。,[],[4_5_6_15_16],[4_15_16],[6_9_11_19_25_35],[6_9_11_19_25_35]
PSU_1587,可以 和 物业 签 lease ；,可以 和 物业签 租金 ；,[],[4_5],[2_3_4],[5],[4]
PSU_1590,因为 要 share 浴室 ， 所以 女生 会 方便 很多 。,因为 要 公共 的 浴室 ， 所以 女生 会 方便 很多 。,[],[2],[2_3],[4_10],[5_11]
PSU_1591,走路 到 downtown 或 学校 约 20-25 分钟 。,走路 到 市中心 或 学校 约 20-25 分钟 。,[],[2],[2],[8],[6_8]
PSU_1592,虽然 box 小 一点 ， 但是 不 影响 使用 .,虽然 箱子 小 一点 ， 但是 不 影响 使用 。,[],[1],[1],[4_9],[4_9]
PSU_1597,比较 卫生 不 开 party .,比较 卫生 不开 派对 。,[],[4_5],[2_3_4],[5],[4]
PSU_1600,visa 过期 只 会 让 你 无法 入境 但 不 影响 出境 ， 考试 只要 你 护照 没 过期 就 可以 了 ， 不用 担心 ！,签证 过期 只 会 让 你 无法 入境 但 不 影响 出境 ， 考试 只要 你 护照 没 过期 就 可以 了 ， 不用 担心 ！,[],[0],[0],[12_22_25],[12_22_25]
PSU_1602,包 bus pass ！,包 公交车 卡 ！,[],[1_2_3],[1_2_3],[3],[3]
PSU_1603,你 好 ， 想要 那个 instant pot ， 已经 给 你 发 邮件 ， 谢谢 ！,你 好 ， 想要 那个 高压锅 ， 已经 给 你 发 邮件 ， 谢谢 ！,[],[5_6_7],[5_6],[2_7_13_15],[2_6_12_14]
PSU_1605,房子 是 fully furnished ， 可以 拎包 入住 ， 而且 家具 都 比较 新 。,房子 是 完全 装修 完毕 ， 可以 拎包 入住 ， 而且 家具 都 比较 新 。,[],[2_3_4],[2_3_4_5],[4_8_14],[5_9_15]
PSU_1606,小区 提供 免费 bus pass 房子 除了 gas 和 电 不 包 ， 其他 全 包 。,小区 提供 免费 公交车 卡 房子 除了 汽油 和 电不包 ， 其他 全 包 。,[],[3_4_7],[3_4_7_9_10],[12_16],[10_14]
PSU_1607,prefer 女生 。,比较 喜欢 女生 。,[],[0],[0_1],[2],[3]
PSU_1608,因为 我们 将 会 break lease ， 所以 你 （ 们 ） 将 直接 和 park crest 签订 合同 ， 租约 将 从 十一月 开始 。,因为 我们 将 会 打破 租约 ， 所以 你 （ 们 ） 将 直接 和 波峰 公园 签订 合同 ， 租约 将 从 十一月 开始 。,[],[4_5_6_15_16],[4_15_16],[6_9_11_19_25],[6_9_11_19_25]
PSU_1609,full size 的 车 ， 空间 大 。,全尺寸 的 车 ， 空间 大 。,[],[0_1],[0],[4_7],[3_6]
PSU_1613,大致 来说 我 目前 大概 是 打算 take a year leave ， 所以 也 在 找 能 接 我 租 的 人 ， 最好 也 是 访问 学者 这样 ， 毕竟 是 一 居室 ， 本来 也 适合 。,大致 来说 我 目前 大概 是 打算 休 一 年 假 ， 所以 也 在 找 能 接 我 租 的 人 ， 最好 也 是 访问 学者 这样 ， 毕竟 是 一 居室 ， 本来 也 适合 。,[],[7_8_9_10_11],[7_9_10_11],[11_22_29_34_38],[11_22_29_34_38]
PSU_1621,她 不 喜欢 ， 换 了 个 air 。,她 不 喜欢 ， 换 了 个 air 。,[air],[7_8],[7_8],[3_8],[3_8]
PSU_1625,下 周 available 的 时间 ： 周二 到 周五 ( 10 .,下 周 有 位置 的 时间 ： 周二 到 周五 ( 10 。,[],[2],[2_3_11_12],[5_9_11],[6_10_12]
PSU_1626,可以 加 lease 。,可以 加 租金 。,[],[2_3],[2_3],[3],[3]
PSU_1628,小区 还 提供 免费 的 bus pass .,小区 还 提供 免费 的 公交车 卡 。,[],[5_6_7],[5_6_7],[7],[7]
PSU_1630,在 park 分校,在 公园 分校,[],[1],[1],,
PSU_1632,因为 share 卫生间 问题 ， 限 男生 一 名 。,因为 公共 的 卫生间 问题 ， 限 男生 一 名 。,[],[1],[1_2],[4_9],[5_10]
PSU_1634,是 downtown 那儿 ， 下面 这个 地址 吗 ？,是 市中心 那儿 ， 下面 这个 地址 吗 ？,[],[1],[1],[3_8],[3_8]
PSU_1636,有 大量 free parking 。,有 大量 免费 停车位 。,[],[2_3_4],[2_3_4],[4],[4]
PSU_1639,没有 powered door lock ， 没有 powered window .,没有 动力 门锁 ， 没有 动力 窗户 。,[],[1_2_3_4_6_7_8],[1_2_3_5_6_7],[4_8],[3_7]
PSU_1640,family plan 缺 人 的 可以 加 我 哈 ！,家庭 套餐 缺 人 的 可以 加 我 哈 ！,[],[0_1],[0_1],[9],[9]
PSU_1644,放在 toilet 洗 衣服 很 方便 。,放在 厕所 洗衣 服 很 方便 。,[],[1],[1_2_3],[6],[6]
PSU_1645,请 问 有 同学 认识 打 网球 的 同学 有 兴趣 做 tennis 网球 陪练 老师 ， 教 儿童 学员 if you are interested ， please contact em@139,请 问 有 同学 认识 打 网球 的 同学 有 兴趣 做 网球 网球 陪练 老师 ， 教 儿童 学员 如果 你 感兴趣 ， 请 联系 em@139,[],[12_20_21_22_23_24_25_26_27],[20_21_22_23_25_26],[16_24_27],[16_23_26]
PSU_1646,只 知道 韩国 留学生 有组织 tennis club ， 听说 也 有 中国 的 ， 有 人 知道 活动 时间 或者 联系 方式 吗 。,只 知道 韩国 留学生 有组织 网球 俱乐部 ， 听说 也 有 中国 的 ， 有 人 知道 活动 时间 或者 联系 方式 吗 。,[],[5_6_7],[5_6_7],[7_13_23],[7_13_23]
PSU_1647,seek tennis 网球 陪练 老师 ， 教 儿童 学员 if you are interested ， please contact em@139,寻找 网球 网球 陪练 老师 ， 教 儿童 学员 如果 你 感兴趣 ， 请 联系 em@139,[],[0_1_9_10_11_12_13_14_15_16],[0_9_10_11_12_13_14_15],[5_13_16],[5_12_15]
PSU_1648,tennis 网球 陪练 老师 ， 教 儿童 学员 if you are interested ， please email em@142,网球 网球 陪练 老师 ， 教 儿童 学员 如果 你 感兴趣 ， 请 邮件 em@142,[],[0_8_9_10_11_12_13_14_15],[8_9_10_11_12_13_14],[4_12_15],[4_11_14]
PSU_1651,preferred 通讯 方式 是 em@144,偏爱 通讯 方式 是 em@144,[],[0],[0],[4],[4]
PSU_1653,hello 大家 好 ！,你 好 大家 好 ！,[],[0],[0],[3],[4]
PSU_1656,我 有 一 个 非常 nice 的 美国 朋友 ， 是 专门 教 英语 的 私人 教师 。,我 有 一 个 非常 好 的 美国 朋友 ， 是 专门 教 英语 的 私人 教师 。,[],[5],[5],[9_17],[9_17]
PSU_1657,代 她 发 一下 信息 ： would you like to improve your english ?,代 她 发 一下 信息 ： 你 想 提高 你 的 英语 吗 ？ ?,[],[6_7_8_9_10_11_12_13],[6_7_8_9_10_11_12_13_14],[5_13],[5_13_14]
PSU_1659,小区 门口 就 有 bus ， 很 方便 。,小区 门口 就 有 公交车 卡 ， 很 方便 。,[],[4_5],[4_5_6],[5_8],[6_9]
PSU_1662,附近 比较 好 的 dealer 在 你 可以 google 一下 ： blue knob ， 村里 local 的 dealer 不如 他们 家 （ 个人 感觉 ）,附近 比较 好 的 零售商 在 你 可以 谷歌 一下 ： 蓝色 旋钮 ， 村里 当地 的 零售商 不如 他们 家 （ 个人 感觉 ）,[],[4_8_11_12_13_15_17],[4_8_11_12_13_15_17],[10_13_21_24],[10_13_21_24]
PSU_1664,可以 啊 ， 联系 我 ， 可以 email 我,可以 啊 ， 联系 我 ， 可以 电子 邮件 我,[],[7],[7_8],[2_5],[2_5]
PSU_1667,我们 是 一 对 couple ， 方便 出租 吗 ？,我们 是 一 对 情侣 ， 方便 出租 吗 ？,[],[4_5],[4_5],[5_9],[5_9]
PSU_1668,有些 调整 ， 出租 main bedroom,有些 调整 ， 出租 主 卧室,[],[4_5],[4_5],[2],[2]
PSU_1670,从 jfk 回 村里 。,从 肯尼迪 回 村里 。,[],[1],[1],[4],[4]
PSU_1673,求 ride for five,求 五 个 人 的 车,[],[1_2_3],[1_2_3_4_5],,
PSU_1676,me too ， 也 有 人 给 我 发 网址 。,我 也 是 ， 也 有 人 给 我 发 网址 。,[],[0_1_2],[2_3],[2_10],[3_11]
PSU_1678,你 看 过 有 多少 比例 是 excellent 吗 ？,你 看 过 有 多少 比例 是 优秀 吗 ？,[],[7],[7],[9],[9]
PSU_1680,现 at&t family plan 空余 两 条 线 。,现 at&t 家庭 套餐 空余 两 条 线 。,[],[2_3],[2_3],[8],[1_8]
PSU_1682,黑色 椅子 ( brand new ) : $ 56 .,黑色 椅子 ( 崭新 的 ) : $ 56 。,[],[3_4_5_6_7_8_9],[3_4_5_6_7_8_9],[2_5_6_7_9],[2_5_6_7_9]
PSU_1685,一般 一 个 月 需 多少 money ？,一般 一 个 月 需 多少 钱 ？,[],[6_7],[6_7],[7],[7]
PSU_1686,可以 询问 下 applied linguistics 的 老师 和 同学 ， 留心 广告,可以 询问 下 应用 语言学 的 老师 和 同学 ， 留心 广告,[],[3_4],[3_4],[9],[9]
PSU_1688,四 层 小 书 架 small bookcase$83 .,四 层 小 书架 小 bookcase$83 。,[],[5_6_7],[3],[7],[5_6]
PSU_1690,不管 哪种 都 需 去 office 申请 和 签 lease 。,不管 哪种 都 需 去 办 事处 申请 和 签 租金 。,[],[5_9_10],[5_6_10_11],[10],[11]
PSU_1691,房间 还 是 available 的,房间 还是 有 位置 的,[],[3],[1_2_3],,
PSU_1693,请 问 楼主 现在 还 提供 ride 吗 ？,请 问 楼主 现在 还 提供 拼车 吗 ？,[],[6],[6],[8],[8]
PSU_1694,客服 很 nice ， 丢 单 必 补 ， 从不 赖账 ；,客服 很 好 ， 丢 单 必 补 ， 从不 赖账 ；,[],[2_3],[2_3],[3_8_11],[3_8_11]
PSU_1696,有 谁 想 在 labor day weekends 去 penn state white course 打球 呀 ？,有 谁 想 在 劳动节 周末 去 宾州 州立 大学 白路 打球 呀 ？,[],[4_5_6_8_9_10_11],[4_5_7_8_9_10],[14],[13]
PSU_1697,问 一下 ， 一般 这 种 daycare 一 个 月 需要 多少 dollar .,问 一下 ， 一般 这 种 日托 一 个 月 需要 多少 美元 。,[],[6_12_13],[6_12_13],[2_13],[2_13]
PSU_1698,因为 是 resident house ， 房子 周边 非常 安静 。,因为 是 居民 住宅 ， 房子 周边 非常 安静 。,[],[2_3_4],[2_3_4],[4_9],[4_9]
PSU_1702,是 在 学校 可以 办理 还是 需要 去 某 一些 office ， 可以 网上 办理 吗 ？,是 在 学校 可以 办理 还是 需要 去 某 一些 办事处 ， 可以 网上 办理 吗 ？,[],[10_11],[10_11],[11_16],[11_16]
PSU_1708,公共 区域 有 沙发 餐桌 之 类 的 ， 冰箱 有 ice maker 。,公共 区域 有 沙发 餐桌 之 类 的 ， 冰箱 有 制冰器 。,[],[11_12_13],[11_12],[8_13],[8_12]
PSU_1711,再 发 一 个 纯 技术 贴 ， 谈 谈 往返 jfk 到底 成本 多少 。,再 发 一 个 纯 技术 贴 ， 谈 谈 往返 肯尼迪 到底 成本 多少 。,[],[11],[11],[7_15],[7_15]
PSU_1714,同时 也 欢迎 拿 gre 备考 资料 来 交换 。,同时 也 欢迎 拿 美国 研究生 入学 考试 备考 资料 来 交换 。,[],[4],[4_5_6_7],[9],[12]
PSU_1718,物业 非常 nice ， 维修 非常 及时 。,物业 非常 好 ， 维修 非常 及时 。,[],[2_3],[2_3],[3_7],[3_7]
PSU_1721,本 周末 往返 纽约 求 ride ， 8 .,本 周末 往返 纽约 求 拼车 ， 8 。,[],[5_6_7_8],[5_6_7_8],[6_8],[6_8]
PSU_1722,本人 有 特大 号 床 和 小号 床 各 一 套 ， 需要 可以 联系 我 ， em@160,本人 有 kingsize 床 和 twin 床 各 一 套 ， 需要 可以 联系 我 ， em@160,[twin],[],[2_5],[11_16_17],[10_15_16]
PSU_1723,另外 ， 本人 作息 规律 ， 不 会 开 party ， 无 不良 嗜好 ， 人 非常 好 相处,另外 ， 本人 作息 规律 ， 不 会 开 派对 ， 无不良 嗜好 ， 人 非常 好 相处,[],[9_10],[9_10_11],[1_5_10_14],[1_5_10_13]
PSU_1727,虽然 是 mini washer ， 但是 日常 衣物 洗 起来 都 毫 无 压力 。,虽然 是 迷你 洗衣机 ， 但是 日常 衣物 洗 起来 都 毫 无 压力 。,[],[2_3_4],[2_3_4],[4_14],[4_14]
PSU_1728,标题 加 tag,标题 加 标签,[],[2],[2],,
PSU_1730,求 ride 去 大 瀑布 ， anytime before agu .,求 拼车 去 大 瀑布 ， 在 之前 agu 任何 时间 。,[],[1_6_7_8_9],[1_6_7_8_9_10_11],[5_9],[5_11]
PSU_1732,必需 要 能 工作 later night 和 大部分 橄榄球 周末 。,必需 要 能 工作 下半夜 和 大部分 橄榄球 周末 。,[],[4_5],[4],[10],[9]
PSU_1733,可以 联系 几 个 人 一起 住 hotel 。,可以 联系 几 个 人 一起 住 旅店 。,[],[7_8],[7_8],[8],[8]
PSU_1734,最好 是 couple ， 稳定 一点 的 那 种 。,最好 是 情侣 ， 稳定 一点 的 那 种 。,[],[2_3],[2_3],[3_9],[3_9]
PSU_1735,我 想 加入 family plan,我 想 加入 家庭 套餐,[],[3_4],[3_4],,
PSU_1738,还 有 一 间 available,还有 一 间 有 位置,[],[4],[0_4],,
PSU_1740,hello 我 回复 了 你 邮件 ， 不 知道 你 有 没 有 查收 到 ？,你 好 我 回复 了 你 邮件 ， 不 知道 你 有 没 有 查收到 ？,[],[0],[1_14_15],[6_15],[7_15]
PSU_1741,大家 好 ， 我 是 今年 新生 graduate student ， 想 找 有 family plan 缺 人 的 同学 一 起 加入 ， 有意 的 请 联系 ： sunny em@162,大家 好 ， 我 是 今年 新生 研究生 ， 想 找 有 家庭 套餐 缺 人 的 同学 一 起 加入 ， 有意 的 请 联系 ： sunnyem@162,[],[7_8_9_13_14_28_29],[7_8_12_13],[2_9_22_27_29],[2_8_21_26_27]
PSU_1749,提供 ride ： 8 .,提供 拼车 ： 8 。,[],[1_2_3_4],[1_2_3_4],[2_4],[2_4]
PSU_1750,你 好 ， 床 是 full size 的 吗 ？,你 好 ， 床 是 全尺寸 的 吗 ？,[],[5_6],[5],[2_9],[2_8]
PSU_1753,选择 standard shipping 即 可 免 运费 。,选择 标准 运输 即 可 免 运费 。,[],[1_2],[1_2],[7],[7]
PSU_1756,加 tag 标题,加标签 标题,[],[1],[0],,
PSU_1757,啊 不 好意思 没有 full size 而 是 twin size,啊 不 好意思 没有 全尺寸 而 是 双胞胎 大小,[],[4_5_8_9],[4_7_8],,
PSU_1760,还有 一 个 spring box 。,还 有 一 个 弹簧箱 。,[],[3_4_5],[0_1_4_5],[5],[5]
