SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,CodeSwitch2,CodeSwitch3,CodeSwitch4
4280,水 网络 和 cable,1,cable,,,
4281,租 的 话 楼 主 可以 送 个 bus pass,1,bus pass,,,
4282,三 个 人 share,1,share,,,
4283,park crest 官 网上 写 着,1,park crest,,,
4284,com 貌似 你 不 是 本校 的 吧,1,com,,,
4285,牌子 是 sonya 的,1,sonya,,,
4286,因为 正好 在 居住 人 比较 多 的 the pointe 前 一 站,1,the pointe,,,
4287,需要 ride 请 联系,1,ride,,,
4288,parkway plaza 校区,1,parkway plaza,,,
4289,为人 超级 nice,1,nice,,,
4290,门 口 有 bus,1,bus,,,
4291,离 主要 grocery shopping 近,1,grocery shopping,,,
4292,此 小区 是 state college 信 价 比 最 高 的 小区,1,state college,,,
4293,过 马路 是 giant,1,giant,,,
4294,现在 已 住 两 位 phd,1,phd,,,
4295,如 有 意向 联系 sat,1,sat,,,
4296,该 小区 有 全 state college 最好 小区 之 称,1,state college,,,
4297,该 小区 的 clubhouse 包括 温泉,1,clubhouse,,,
4298,queen size 的 床,1,queen size,,,
4299,有 免费 的 bus ticket 以及 一 个 车位,1,bus ticket,,,
4300,我 因为 个人 原因 不 能 在 heights 住,1,heights,,,
4301,现在 找 想要 去 heights 住 的 朋友 接下来 lease,2,heights,lease,,
4302,college buffet 等,1,college buffet,,,
4303,不 开 party,1,party,,,
4304,off 男士 烫发 现价,1,off,,,
4305,就 在 downtown,1,downtown,,,
4306,good condition 没有 任何 问题,1,good condition,,,
4307,公寓 在 parkway plaza,1,parkway plaza,,,
4308,有 兴趣 的 女生 请 加 我 微 信 chong,1,chong,,,
4309,不 喜 party 并且 想要 住 pointe 的 女生,2,party,pointe,,
4310,pointe 很 方便,1,pointe,,,
4311,坐标 park forest apt,1,park forest apt,,,
4312,右面 的 是 cfa 官方 指定 考 试用,1,cfa,,,
4313,bus pass 也 会 免费 转交,1,bus pass,,,
4314,parkway plaza 离 百度 火锅,1,parkway plaza,,,
4315,lions crossing 地址,1,lions crossing,,,
4316,从 纽约 回 state college 的 票,1,state college,,,
4317,从 state college 到 纽约 的 票,1,state college,,,
4318,所有 办理 程序 都 是 在 leasing office 完成,1,leasing office,,,
4319,共 三 层 upper level,1,upper level,,,
4320,bus pass 价值,1,bus pass,,,
4321,bus pass 可 搭乘 n,2,bus pass,n,,
4322,可 放心 party 到 深夜 看到 这里,1,party,,,
4323,房子 离 club house 很 近,1,club house,,,
4324,可以 在 nike factory store 买 东西 超过,1,nike factory store,,,
4325,非常 适合 最近 打算 去 nike factory store 的 朋友,1,nike factory store,,,
4326,已 卖 sold,1,sold,,,
4327,求 回 村 ride,1,ride,,,
4328,房子 位于 经济 便利 的 part crest 小区,1,part crest,,,
4329,续 lease 即可,1,lease,,,
4330,没有 lease 问题,1,lease,,,
4331,大家 可以 share,1,share,,,
4332,或者 你们 已经 有 车 的 可以 给 我 提供 ride 也 可以,1,ride,,,
4333,室内 设施 和 heights 的 质量 差不多,1,heights,,,
4334,整个 小区 比较 tiny,1,tiny,,,
4335,包含 bus pass,1,bus pass,,,
4336,出租 parkway plaza 两 室 一 厅,1,parkway plaza,,,
4337,人 很 nice,1,nice,,,
4338,能 聊 能 kan,1,kan,,,
4339,无需 security deposit,1,security deposit,,,
4340,sharing 有意 的 同学,1,sharing,,,
4341,两 个 空 出来 的 房间 是 share 洗手间 的,1,share,,,
4342,需要 和 另外 一 个 人 share 洗手间,1,share,,,
4343,是 三 个 人 一起 share 的,1,share,,,
4344,在 gerald st,1,gerald st,,,
4345,离 mall 不 远,1,mall,,,
4346,undergraduate 也 可以,1,undergraduate,,,
4347,只有 spring 学期 才 有,1,spring,,,
4348,living room 提供 液晶 电视,1,living room,,,
4349,出租 ride for five,1,ride for five,,,
4350,住 在 west aaron drive,1,west aaron drive,,,
4351,是 state college 北面 的 大型 公寓 型 小区,1,state college,,,
4352,nv 和 vn 线,2,nv,vn,,
4353,cup 小 柜子,1,cup,,,
4354,住 东方 超市 附近 有 兴趣 欢迎 联系 email,1,email,,,
4355,写 报告 split screen 神器 已经 使用 了 一 段 时间 但是 非常 爱惜,1,split screen,,,
4356,住 东方 超市 附近 感兴趣 请 联系 email,1,email,,,
4357,cup 小 柜子,1,cup,,,
4358,袋 dell 鼠标,1,dell,,,
4359,个 downy 柔顺 剂,1,downy,,,
4360,st 坐 v,2,st,v,,
4361,与 apt 不同,1,apt,,,
4362,附近 有 trader,1,trader,,,
4363,gap 等 店,1,gap,,,
4364,bus pass 也 会 免费 转交,1,bus pass,,,
4365,parkway plaza 离 百度 火锅,1,parkway plaza,,,
4366,bus pass 也 会 免费 转交,1,bus pass,,,
4367,parkway plaza 离 百度 火锅,1,parkway plaza,,,
4368,bus pass 也 会 免费 转交,1,bus pass,,,
4369,parkway plaza 离 百度 火锅,1,parkway plaza,,,
4370,bus pass 也 会 免费 转交,1,bus pass,,,
4371,parkway plaza 离 百度 火锅,1,parkway plaza,,,
4372,parkway plaza 五 楼 三 人间,1,parkway plaza,,,
4373,ride for five 什么 线 都 可以 坐,1,ride for five,,,
4374,全新 木质 diploma frame,1,diploma frame,,,
4375,长途 bus 站,1,bus,,,
4376,可以 从 费城 机场 接 两 个 人和 四 件 行李 回 state college 吗,1,state college,,,
4377,求 ride 回 村里,1,ride,,,
4378,车 一直 在 audi 做 维护,1,audi,,,
4379,一 个 phd,1,phd,,,
4380,com 邮件 标题 请 注明 租房,1,com,,,
4381,接替 我 的 lease 后,1,lease,,,
4382,com 谢谢 关注,1,com,,,
4383,离 主要 grocery shopping 近,1,grocery shopping,,,
4384,现 出租 parkway plaza 一 双 人间 卧室,1,parkway plaza,,,
4385,是 离 leasing office 最近 的 那个 楼,1,leasing office,,,
4386,所以 不 需要 担心 lease 的 问题,1,lease,,,
4387,二 个 bath 房租,1,bath,,,
4388,爱 干净 不 吵闹 不 party,1,party,,,
4389,park crest terrace 小区 两 室,1,park crest terrace,,,
4390,park crest terrace 是 公认 性价比 最高 的 小区,1,park crest terrace,,,
4391,具体 房型 请 参见 park crest 官方 主页,1,park crest,,,
4392,求购 一 个 ebay 账号,1,ebay,,,
4393,新 注册 的 账号 feedback 太 低 卖 不 起来,1,feedback,,,
4394,selling limit 也 太 低 了,1,selling limit,,,
4395,现在 多 出 一 个 full size 的 床,1,full size,,,
4396,床 很 firm 很 舒服,1,firm,,,
4397,html 房子 真的 很 好,1,html,,,
4398,t 一般 会 pre,2,t,pre,,
4399,这个 plan 对于 合约 机 不 划算,1,plan,,,
4400,可以 提供 ride 到 dc 和 baltimore,3,ride,dc,baltimore,
4401,咖啡 ready to go in few minutes,1,ready to go in few minutes,,,
4402,我 可以 提供 ride,1,ride,,,
4403,one menu 是 一 个 来自 penn state 的 创业 团队,2,one menu,penn state,,
4404,现有 park forest villas 一 次 卧 出租,1,park forest villas,,,
4405,小区 近 giant,1,giant,,,
4406,最好 是 ride for five,1,ride for five,,,
4407,其实 这些 在 learner,1,learner,,,
4408,s permit 上 都 写 着,1,s permit,,,
4409,sticker 不 用 你 操心,1,sticker,,,
4410,park crest terrace 是 公认 性价比 最高 的 小区,1,park crest terrace,,,
4411,具体 房型 请 参见 http,1,http,,,
4412,入住 park crest terrace 对 收入 有 限制,1,park crest terrace,,,
4413,屋里 都 有 heater,1,heater,,,
4414,需要 的 短信 或者 email 我,1,email,,,
4415,无需 security deposit,1,security deposit,,,
4416,楼主 用 微波炉 加热 餐馆 外面 的 microwave safe container,1,microwave safe container,,,
4417,然后 也 没 去 要求 office 清理,1,office,,,
4418,那 office 清理 了 吗,1,office,,,
4419,真 希望 都 是 ladies and gentlemen serving ladies and gentlemen,1,ladies and gentlemen serving ladies and gentlemen,,,
4420,不要 找 office 理论 了,1,office,,,
4421,目前 楼主 正在 email 沟通 中,1,email,,,
4422,office 回复 了 两 个 附件 invoice,2,office,invoice,,
4423,微波炉 这里 作罢 然后 地毯 是 office 说 每 户 都 得 这样,1,office,,,
4424,office 说 你们 虽然 清理 了 但是 还有 很多 点 你们 不 知道,1,office,,,
4425,手册 上 写 着想 拿 refund 吗,1,refund,,,
4426,然后 office 来 一 句 欢迎 随时 来 拜访,1,office,,,
4427,burn 那个 office 回复 了 俩 图片,2,burn,office,,
4428,楼主 觉得 以后 新生 手册 罚 罚金 这里 除了 copper beach 和 parkway plaza,2,copper beach,parkway plaza,,
4429,这 种 连 cb 和 pp 都 不如,2,cb,pp,,
4430,至少 cb 和 pp,2,cb,pp,,
4431,不 会 charge 你,1,charge,,,
4432,charge 起来 毫不 留情,1,charge,,,
4433,原 pheasant glen,1,pheasant glen,,,
4434,但是 garden 最近 都 不 上班,1,garden,,,
4435,不 会 再 回来 和 他们 argue,1,argue,,,
4436,park crest 招租 啦,1,park crest,,,
4437,主动 提出 cover 涨价 部分,1,cover,,,
4438,共同 share 卫生间 的 是 一 个 性格 很 好 的 phd 哥哥,2,share,phd,,
4439,其他 继续 sale,1,sale,,,
4440,人 很 nice,1,nice,,,
4441,能 聊 能 kan,1,kan,,,
4442,我 是 andy,1,andy,,,
4443,我 在 state college 有 保险 办公室,1,state college,,,
4444,这 是 三 层 楼 三 个 房间 的 condo,1,condo,,,
4445,包括 在 rent 里面,1,rent,,,
4446,roommates 是 两 个 男生 phd,2,roommates,phd,,
4447,park crest 有 着 得天独厚 的 性价比 和 地理 位置 所以 一直 十分 抢手,1,park crest,,,
4448,com 欢迎 打扰,1,com,,,
4449,本人 phd 男生,1,phd,,,
4450,提供 两 个 车位 和 bus pass,1,bus pass,,,
4451,人 很 nice,1,nice,,,
4452,calculator 请 联系,1,calculator,,,
4453,walk in closet 高档 独 栋 屋,1,walk in closet,,,
4454,上课 有 r rc rp 三 条 线,1,r rc rp,,,
4455,hello 给 你 发 邮件 了,1,hello,,,
4456,没有 lease 的 问题,1,lease,,,
4457,现 有 east cherry lane house 一 个 卧室 出租,1,east cherry lane house,,,
4458,为人 超级 nice,1,nice,,,
4459,主要 想 去 匹兹堡 的 outlets,1,outlets,,,
4460,全套 gre 复习 资料,1,gre,,,
4461,各 种 刀 etc,1,etc,,,
4462,bus pass 有,1,bus pass,,,
4463,今年 的 activity fee 我 已经 交 过 了 不 会 再 收 你 的 了,1,activity fee,,,
4464,在 一 个 house 里,1,house,,,
4465,没有 lease 的 问题,1,lease,,,
4466,害怕 没有 sponsor,1,sponsor,,,
4467,你 是否 还 在 party,1,party,,,
4468,我 是 学生 党 l team player,1,l team player,,,
4469,富有 责任心 现在 就 申请 请 发送 你 的 resume 至 hr,2,resume,hr,,
4470,social 是 必须,1,social,,,
4471,可以 称 baby,1,baby,,,
4472,我 是 gay,1,gay,,,
4473,com 有 兴趣 欢迎 联系,1,com,,,
4474,具体 方案 可 参考 网 帖 http,1,http,,,
4475,我 可以 帮忙 share 费用,1,share,,,
4476,s gym 之 类 的,1,s gym,,,
4477,现有 sony dvd,1,sony dvd,,,
4478,免费 提供 两 个 车位 和 bus pass,1,bus pass,,,
4479,都 超级 nice 好 相处,1,nice,,,
4480,平时 无 party 很 安静,1,party,,,
4481,bedroom 出租 家具,1,bedroom,,,
4482,离 state college 北边 各 大 超市 非常 近,1,state college,,,
4483,我 就 敢 提供 ride,1,ride,,,
4484,如果 你 需要 去 nyc 我 可以 送 你 去,1,nyc,,,
4485,nyc 的 路况 比较 熟悉,1,nyc,,,
4486,the pointe 小区 占据 着 优越 的 地理 优势,1,the pointe,,,
4487,独立 卫浴 相比 别的 小区 例如 the park,1,the park,,,
4488,如果 有 ride,1,ride,,,
4489,html 落地 灯,1,html,,,
4490,shared bathroom with a nice girl 带 家具,1,shared bathroom with a nice girl,,,
4491,month 房间 现在 就 可以 出租,1,month,,,
4492,请 联系 sat,1,sat,,,
4493,现 提供 park crest 一 卧室 短 租,1,park crest,,,
4494,房间 是 宽敞 明亮 干净 安全 imperial tower 管理 安全,1,imperial tower,,,
4495,地址 park forest apartment on west aaron dr,1,park forest apartment on west aaron dr,,,
4496,queen size 床 质量 非常 好,1,queen size,,,
4497,mattress and box 一共,1,mattress and box,,,
4498,com 床 的 照片 http,2,com,http,,
4499,month 房间 现在 就 可以 出租,1,month,,,
4500,看了 下 road test 的 availability,2,road test,availability,,
4501,faye 忙 着 final 就 没 赶上,2,faye,final,,
4502,今天 随手 一 试 发现 code 能用,1,code,,,
4503,如果 有 同学 和 我 一样 错过 了 之前 的 deal,1,deal,,,
4504,我 选 的 是 lotion,1,lotion,,,
4505,因为 现在 是 全 场 free shipping,1,free shipping,,,
4506,需要 去 nyc or jfk 的 同学 可以 把 你们 送到 目的地,1,nyc or jfk,,,
4507,同学 找到 ride 了 吗,1,ride,,,
4508,有 需要 在 local run aaron 或者 去 机场,1,local run aaron,,,
4509,有意 者 请 联系 don,1,don,,,
4510,有意 者 请 联系 don,1,don,,,
4511,希望 在 days inn,1,days inn,,,
4512,需要 说明 的 是 这个 床 需要 自己 配 一 个 bed base,1,bed base,,,
4513,我 住 park forest apartment,1,park forest apartment,,,
4514,房型 可 看 http,1,http,,,
4515,很 好 的 deal,1,deal,,,
4516,现 有 east cherry lane house 一 个 卧室 出租,1,east cherry lane house,,,
4517,ve 和 nv,2,ve,nv,,
4518,步行 trail 小路,1,trail,,,
4519,staples 购物 区 和 red lobster 餐厅,2,staples,red lobster,,
4520,有意 向 续签 明年 lease 的 优先 考虑,1,lease,,,
4521,ve 和 nv,2,ve,nv,,
4522,步行 trail 小路,1,trail,,,
4523,staples 购物 区 和 red lobster 餐厅,2,staples,red lobster,,
4524,有意 向 续签 明年 lease 的 优先 考虑,1,lease,,,
4525,多 定 了 一 张 票 date,1,date,,,
4526,在 the park 小区,1,the park,,,
4527,小区 the park 网站 是 http,2,the park,http,,
4528,edu 随时 看 房,1,edu,,,
4529,签 lease 的 时候 一 次 性交,1,lease,,,
4530,出租 的 是 最 靠近 大门 的 bedroom,1,bedroom,,,
4531,周六 早上 或 中午 去 north jersey,1,north jersey,,,
4532,可以 去 newark,1,newark,,,
4533,在 开 卡 第一 年 年底 还 能 double 一下,1,double,,,
4534,tory burch 等等,1,tory burch,,,
4535,第一 年 年底 double,1,double,,,
4536,checking account 和 saving account 尽量 都 选 yes,3,checking account,saving account,yes,
4537,至少 一 个 要 选 yes,1,yes,,,
4538,other income 至少 要 大于 一 年 的 housing payment,2,other income,housing payment,,
4539,discover 会 打 电话 和 发 邮件 来 询问,1,discover,,,
4540,可能 是 discover 大家 如果 想要 申请,1,discover,,,
4541,在 apple 店 内 买 礼品 卡 不 享受 double cash back,2,apple,double cash back,,
4542,详情 请 google,1,google,,,
4543,原来 是 exclude gift cards 的,1,exclude gift cards,,,
4544,com 不 会 贴 照片,1,com,,,
4545,如果 要去 jfk,1,jfk,,,
4546,如果 时间 宽裕 也 可以 从 penn station 坐 地铁,1,penn station,,,
4547,从 penn station 搭乘 nj transit,2,penn station,nj transit,,
4548,目的地 在 maryland,1,maryland,,,
4549,查 车子 vin instant market value of,1,vin instant market value of,,,
4550,com 补 一 个 邮箱,1,com,,,
4551,没有 gas 费用,1,gas,,,
4552,自己 屋里 都 有 heater,1,heater,,,
4553,best buy 都 很 近,1,best buy,,,
4554,安静 无 party 要求,1,party,,,
4555,没有 gas 费用,1,gas,,,
4556,自己 屋里 都 有 heater,1,heater,,,
4557,best buy 都 很 近,1,best buy,,,
4558,现 有 east cherry lane house 一 个 卧室 出租,1,east cherry lane house,,,
4559,人 非常 nice,1,nice,,,
4560,由于 下 学期 要 离开 state college,1,state college,,,
4561,地址 在 w aaron dr,1,w aaron dr,,,
4562,我 不 会 卖 dealer 吗,1,dealer,,,
4563,安静 无 party 要求,1,party,,,
4564,filter 需要 换 了 吗,1,filter,,,
4565,步行 几 分钟 是 一 个 plaza 有 超市,1,plaza,,,
4566,imperial tower 的 房子 挺 难 排 的,1,imperial tower,,,
4567,s crossing 的 二 人间,1,s crossing,,,
4568,park crest terrace 是 公认 性价比 最高 的 小区,1,park crest terrace,,,
4569,配套 有 健身房 等 r rc rp 三 条 线 两 分钟 步行 pizza hut,2,r rc rp,pizza hut,,
4570,公交 的 pass 我 会 留给 您,1,pass,,,
4571,家里 的 modem,1,modem,,,
4572,在 the park 小区,1,the park,,,
4573,小区 the park 网站 是 http,2,the park,http,,
4574,edu 随时 看 房,1,edu,,,
4575,房东 要 nice,1,nice,,,
4576,如果 有 价格 合适 的 studio 也 请 联系 楼 主 哦,1,studio,,,
4577,com 谢谢 了,1,com,,,
4578,bus pass 有,1,bus pass,,,
4579,今年 的 activity fee 我 已经 交 过 了 不 会 再 收 你 的 了,1,activity fee,,,
4580,一 个 master,1,master,,,
4581,一 个 phd,1,phd,,,
4582,之后 直接 和 imperial tower 签 新 lease,2,imperial tower,lease,,
4583,小跑 热身 五 分钟 到 high school 操场,1,high school,,,
4584,联系 方式 微 信 昵称 ethel,1,ethel,,,
4585,email 联系 了 您,1,email,,,
4586,房屋 是 furnished,1,furnished,,,
4587,这么 好 的 deal 大家 抓紧 了,1,deal,,,
4588,html 部分 在 这个 link 上 电话,2,html,link,,
4589,heights 小区 算是 村里 较 新 的 一 个 小区,1,heights,,,
4590,大家 可 直接 与 office 签 协议,1,office,,,
4591,是 一 个 三 层 独立 house,1,house,,,
4592,大 的 walk in closet,1,walk in closet,,,
4593,安静 无 party 要求,1,party,,,
4594,也 可 直接 转 lease,1,lease,,,
4595,还 需要 ride for five 吗,1,ride for five,,,
4596,可以 share 啊,1,share,,,
4597,我 现在 需要 box 和 mattress,2,box,mattress,,
4598,以前 坐 过 一 次 taxi,1,taxi,,,
4599,google 搜索 新 金马,1,google,,,
4600,deal 太 好 下 了 两,1,deal,,,
4601,slow cooker 降价,1,slow cooker,,,
4602,deal 太 好 下 了 两,1,deal,,,
4603,我 在 johnstown bb 也 看到 很多 philips pasta maker,2,johnstown bb,philips pasta maker,,
4604,invoice 得 给 我,1,invoice,,,
4605,我 也 可以 找 manufacturer,1,manufacturer,,,
4606,这个 philips 的 也 可以,1,philips,,,
4607,请 联系 微 信 kang,1,kang,,,
4608,请 联系 jim,1,jim,,,
4609,顶 一下 josie,1,josie,,,
4610,现 有 east cherry lane house 一 个 卧室 出租,1,east cherry lane house,,,
4611,具体 房型 请 见 http,1,http,,,
4612,比如 clothing store,1,clothing store,,,
4613,建议 先 申 discover,1,discover,,,
4614,freedom 信用卡 是 积分 卡,1,freedom,,,
4615,和 discover 类似,1,discover,,,
4616,通过 refer 获得 的 信用卡,1,refer,,,
4617,请 注明 credit card refer,1,credit card refer,,,
4618,com 欢迎 试车,1,com,,,
4619,我 毕竟 不 是 商科 的 孩子 也 不 想 在 这个 上面 赚 钱 limited time offer,1,limited time offer,,,
4620,完全 的 拎包 入住 my loss,1,my loss,,,
4621,提供 bus pass,1,bus pass,,,
4622,一 个 master,1,master,,,
4623,一 个 phd,1,phd,,,
4624,一 个 master,1,master,,,
4625,一 个 phd,1,phd,,,
4626,我 毕竟 不 是 商科 的 孩子 也 不 想 在 这个 上面 赚 钱 limited time offer,1,limited time offer,,,
4627,完全 的 拎包 入住 my loss,1,my loss,,,
4628,我 有 一 个 房间 带 个人 卫浴 在 imperial tower,1,imperial tower,,,
4629,有 兴趣 可以 来看 房 http,1,http,,,
4630,cash 自己 不想 用 了 吗 有 一,1,cash,,,
4631,我 一定 要 去 做 个 examination 才 可以,1,examination,,,
4632,做 examination 的 目的 也 是 配 眼镜,1,examination,,,
4633,直接 去 做 eye exam 很 快 的,1,eye exam,,,
4634,可惜 我 是 iso t t,1,iso t t,,,
4635,我 也 是 怕 自己 视力 不过 t t 能 稍微 描述 下 考 了 什么 吗,1,t t,,,
4636,安静 无 party 要求,1,party,,,
4637,基本 不 办 party,1,party,,,
4638,还有 bus pass,1,bus pass,,,
4639,moving sale 低价 出售,1,moving sale,,,
4640,楼 主 在 imperial tower,1,imperial tower,,,
4641,求 当日 去 jfk 的 ride,2,jfk,ride,,
4642,所以 最好 是 下午 或者 晚上 出发 的 ride,1,ride,,,
4643,另外 utility 额 外交,1,utility,,,
4644,grocery 很 方便,1,grocery,,,
4645,一 个 没 注意 点 了 两 次 bid,1,bid,,,
4646,wyndham orlando resort international drive 地址 是,1,wyndham orlando resort international drive,,,
4647,club house 也 很 好,1,club house,,,
4648,office 属于 apartment store,2,office,apartment store,,
4649,很 专业 也 很 nice,1,nice,,,
4650,giant 和 mall 都 很 近,2,giant,mall,,
4651,com 或者 直接 在 底下 回复,1,com,,,
4652,liquor store 等等 等等,1,liquor store,,,
4653,还 想 顺便 问 下 ride for five 是 抽签 才能 拿到 么,1,ride for five,,,
4654,应该 是 符合 了 官 网 申请 ride for five 的 要求,1,ride for five,,,
4655,最 直接 就是 去 parking office 问 啊,1,parking office,,,
4656,w 和 we 线 公交 到 学校,2,w,we,,
4657,如何 加入 羽毛球 和 乒乓球 俱乐部 的 email list,1,email list,,,
4658,im building 有 不少 桌子 挺 好的,1,im building,,,
4659,打 乒乓 去 im building 啊,1,im building,,,
4660,grove 位 于 学校 北面,1,grove,,,
4661,小 区 包 bus pass,1,bus pass,,,
4662,而且 带有 anti,1,anti,,,
4663,空调 是 programmable 的,1,programmable,,,
4664,离 客厅 里 laundry area 很 远,1,laundry area,,,
4665,各个 卧室 都 不 share 墙,1,share,,,
4666,其他 的 utility 也 都 是 包含 的,1,utility,,,
4667,人 很 nice,1,nice,,,
4668,室 友人 超级 nice,1,nice,,,
4669,人 超级 nice,1,nice,,,
4670,关于 club house 等,1,club house,,,
4671,grove 的 咖啡 种类 超 多,1,grove,,,
4672,如果 家里 没 人 会 送到 club house,1,club house,,,
4673,club house 里 可以 drop off 包裹,2,club house,drop off,,
4674,签 individual lease,1,individual lease,,,
4675,这 款 车 是 目前 最 成功 的 中型 suv 之一,1,suv,,,
4676,近期 把 车子 的 timing belt,1,timing belt,,,
4677,queen size 床,1,queen size,,,
4678,guaranteed deposit 我 也 已经 交 过 了,1,guaranteed deposit,,,
4679,安静 无 party 要求,1,party,,,
4680,求 一 个 当日 上午 去 jfk 的 ride,2,jfk,ride,,
4681,full size 的,1,full size,,,
4682,sem 床 架子,1,sem,,,
4683,king size 的,1,king size,,,
4684,在 park forest villa,1,park forest villa,,,
4685,edu 谢谢 了,1,edu,,,
4686,但 只是 work only 的 那 种,1,work only,,,
4687,那 还 需要 ineligible letter 吗,1,ineligible letter,,,
4688,房子 在 南部 blue course 沿线,1,blue course,,,
4689,请问 是 park crest 吗,1,park crest,,,
4690,主人 是 一 个 很 和善 的 中东 lady,1,lady,,,
4691,有 自己 的 dress room,1,dress room,,,
4692,到 campus 座 n,2,campus,n,,
4693,best buy 等 生活 用品,1,best buy,,,
4694,一 室 里面 有 private bathroom,1,private bathroom,,,
4695,或者 搜索 ethel 微 信号,1,ethel,,,
4696,有 兴趣 欢迎 联系 don,1,don,,,
4697,免费 bus pass,1,bus pass,,,
4698,如 题 优惠 转让 macy,1,macy,,,
4699,人 都 非常 nice,1,nice,,,
4700,com 如 有 意向,1,com,,,
4701,要 能 跑 spss,1,spss,,,
4702,photoshop 也 安装 了,1,photoshop,,,
4703,illustrator 可以 用,1,illustrator,,,
4704,因为 一直 用 linux,1,linux,,,
4705,大部分 highway mileage 车况 excellent,2,highway mileage,excellent,,
4706,车 在 boston 有 兴趣 的 请 email,2,boston,email,,
4707,这儿 有 wall street prep excel crash course 全 套 视频,1,wall street prep excel crash course,,,
4708,可能 没有 太 多 时间 花 在 修改 resume 和 cover letter 上,2,resume,cover letter,,
4709,想要 帮忙 修改 resume,1,resume,,,
4710,interview answer 的 朋友,1,interview answer,,,
4711,原 购 自 kohl,1,kohl,,,
4712,房型 是 imperial towers 的 one bedroom type d,2,imperial towers,one bedroom type d,,
4713,所以 提前 终止 lease,1,lease,,,
4714,我 是 生物 专业 的 phd,1,phd,,,
4715,我 在 maryland 南部,1,maryland,,,
4716,本人 是 ee 的 男 ph,2,ee,ph,,
4717,nv 等 一切 经过 北边 的 bus,2,nv,bus,,
4718,房子 是 pointe 两 人 间,1,pointe,,,
4719,best buy 都 是 走路 五 分钟 距离,1,best buy,,,
4720,所以 收集 了 一些 black friday 当天 的 折扣 资讯,1,black friday,,,
4721,apple 全 系列 送 target 礼品 卡,2,apple,target,,
4722,apple watch 送,1,apple watch,,,
4723,而 target 是 所有 型号 都 有 折扣,1,target,,,
4724,led 高清 显示器,1,led,,,
4725,toshiba 笔记本 直 降,1,toshiba,,,
4726,想 添置 电脑 的 同学 可以 考虑 完整 的 staples 优惠 信息 扫描 版,1,staples,,,
4727,还 有 一些 公司 比如 amazon,1,amazon,,,
4728,他们 在 周五 当天 都 会 有 很多 好 deal 的,1,deal,,,
4729,还 增加 了 对 amazon 和 ebay 的 支持,2,amazon,ebay,,
4730,plan 是 可以 签 两 年 contract 拿,2,plan,contract,,
4731,需要 ride 的 请 联系,1,ride,,,
4732,目的地 纽约 jfk 机场 接 同学,1,jfk,,,
4733,租 了 一 辆 full size 的 车,1,full size,,,
4734,详情 请 见 http,1,http,,,
4735,html 联系 方式,1,html,,,
4736,可以 免费 overnight parking 的 啊,1,overnight parking,,,
4737,现 有 east cherry lane house 一 个 卧室 出租,1,east cherry lane house,,,
4738,更多 图片 及 介绍 详见 http,1,http,,,
4739,房租 state college 最低,1,state college,,,
4740,所以 到 市区 的 我 只 能 中途 把 你 放到 mall 或者 其他 公交 进城 方便 的 地方,1,mall,,,
4741,clubhouse 有 健身房,1,clubhouse,,,
4742,提供 bus pass,1,bus pass,,,
4743,staples 购物 十分 便利,1,staples,,,
4744,可 share 路费,1,share,,,
4745,人 非常 nice,1,nice,,,
4746,需要 ride 的 请 联系,1,ride,,,
4747,我 要 去 匹兹堡 附近 的 outlets,1,outlets,,,
4748,可 提供 ride,1,ride,,,
4749,本人 从 一月 开始 要 离开 state college,1,state college,,,
4750,furnished 包括 床 桌子 椅子 柜子,1,furnished,,,
4751,即 spring 学期,1,spring,,,
4752,vn 非常 方便 小区 内 免费 停车 lease 上 每个 月 的 租金 是,2,vn,lease,,
4753,可以 在 amazon 买,1,amazon,,,
4754,也 可以 用 自己 的 学生 邮箱 去 申请 免费 的 amazon prime,1,amazon prime,,,
4755,这个 免费 的 prime 只有 几 个 月,1,prime,,,
4756,amazon 传送 门,1,amazon,,,
4757,重要 的 是 我 提供 免费 bus pass,1,bus pass,,,
4758,我 在 blue course drive,1,blue course drive,,,
4759,queen size 床,1,queen size,,,
4760,queen size 床,1,queen size,,,
4761,full size 弹簧 床 还有,1,full size,,,
4762,在 lions crossing 出租 一 间 房间,1,lions crossing,,,
4763,是 两 张 单程 的 从 state college 到 费城 的 票,1,state college,,,
4764,本人 朋友 在 lions crossing 出租 一 间 房间,1,lions crossing,,,
4765,html 作为 国际 学生,1,html,,,
4766,即使 完全 靠 opt,1,opt,,,
4767,opt 给 三 年,1,opt,,,
4768,stem 的 延期 通过 将 会 是 未来 非 stem 延期 政策 出台 的 强大 助力,2,stem,stem,,
4769,来 论述 opt 延期 政策 是 符合 美国 国家 利益 的,1,opt,,,
4770,并 清理 网站 的 cookie,1,cookie,,,
4771,我们 已经 为 大家 列出 了 从 不同 stakeholders 的 角度,1,stakeholders,,,
4772,或者 直接 用 chrome 的 incognito mode 来 提交 评论,2,chrome,incognito mode,,
4773,房子 在 west cherry lane,1,west cherry lane,,,
4774,还有 giant 步行 都 只 两 三 分钟,1,giant,,,
4775,另 有 公交 去 其他 地方 比如 trader joe,1,trader joe,,,
4776,是 一 个 读 phd 的 女生,1,phd,,,
4777,希望 是 studio,1,studio,,,
4778,或是 one bedroom,1,one bedroom,,,
4779,保险 cover 的,1,cover,,,
4780,现 需 parkway plaza parking permit,1,parkway plaza parking permit,,,
4781,房租 state college 最低,1,state college,,,
