sent_type,university,sent_id,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,frequency_first_cs_word_trans,surprisal_first_cs_word_trans,pos_tag_first_cs_word_trans,governor_first_cs_word_trans,deprel_first_cs_word_trans,bilingual_corpus_frequency_first_cs_word,bilingual_corpus_frequency_first_cs_word_trans,length_first_cs_word_form,length_first_cs_word_trans,dependency_distance,if_it_is_root,if_previous_word_is_punctuation
non-code-switch,PSU,1352, ,有 同好 请 速 联系 。,2,,同好,1.62E-19,5.80327,NN,1,dobj,,6.069471166977221E-6,,2,1,0,0
non-code-switch,PSU,1361, ,（ 现在 的 住户 可以 留下 更 多 家具 ， 可以 联系 商量 。,9,,家具,1.16E-17,6.062523,NN,6,dobj,,6.130165878646994E-4,,2,3,0,0
non-code-switch,PSU,1369, ,电气 费 一 个 月 20-30 刀 。,5,,月,5.24E-15,1.215996,NN,2,dobj,,3.763072123525877E-4,,1,3,0,0
non-code-switch,PSU,1384, ,想 请问 下 你 的 联系 方式 ？,6,,联系,6.05E-16,3.807642,NN,7,compound:nn,,9.04351203879606E-4,,2,1,0,0
non-code-switch,PSU,1398, ,通过 参加 这个 讨论 班 首先 也 是 收获 了 非常 多 的 知识 ， 然后 收获 了 一些 演讲 的 经验 。,9,,收获,2.27E-17,4.679955,NN,12,dep,,6.069471166977221E-6,,2,3,0,0
non-code-switch,PSU,1406, ,不 包 网 电 。,2,,包,7.36E-17,4.631118,VV,0,root,,3.702377411856105E-4,,1,0,1,0
non-code-switch,PSU,1408, ,便宜 甩卖 ， 价格 可 议 ~ ~,5,,可,1.43E-15,2.961744,VV,6,aux:modal,,7.101281265363349E-4,,1,1,0,0
non-code-switch,PSU,1454, ,平时 很 爱护 车 ， 所以 开 的 很 少 。,4,,车,1.90E-16,4.443304,NN,3,dobj,,3.5202932768467883E-4,,1,1,0,0
non-code-switch,PSU,1458, ,有 个 人 衣帽间 ， 结构 很 棒 。,3,,人,8.08E-15,1.565933,NN,4,compound:nn,,0.001013601684885196,,1,1,0,0
non-code-switch,PSU,1485, ,小区 地理 位置 方便 ， 靠近 各 大 超市 。,2,,地理,1.16E-16,5.025885,NN,3,compound:nn,,4.248629816884055E-5,,2,1,0,0
non-code-switch,PSU,1525, ,希望 不 要 经常 招待 别人 过夜 。,5,,招待,2.85E-17,3.843295,VV,1,ccomp,,6.069471166977221E-6,,2,4,0,0
non-code-switch,PSU,1536, ,希望 不 要 有 宠物 。,5,,宠物,1.71E-18,5.351373,NN,4,dobj,,3.641682700186333E-5,,2,1,0,0
non-code-switch,PSU,1540, ,您 是否 在 学习 劳累 之 余 想 学习 一些 乐器 ， 陶冶 情操 ， 放松 自己 ？,13,,陶冶,3.80E-18,6.544823,VV,9,conj,,6.069471166977221E-6,,2,4,0,1
non-code-switch,PSU,1545, ,小区 门口 就 有 公交 车站 。,5,,公交,5.53E-18,4.653872,NN,6,compound:nn,,2.1243149084420275E-4,,2,1,0,0
non-code-switch,PSU,1572, ,可以 邮件 或 短信 联系 。,4,,短信,2.91E-18,4.365292,NN,5,compound:nn,,1.0925048100558999E-4,,2,1,0,0
non-code-switch,PSU,1596, ,她 因为 博士 论文 收集 数据 ， 需要 回 村 呆 一 个 月 。,14,,月,5.24E-15,1.215996,NN,11,dobj,,3.763072123525877E-4,,1,3,0,0
non-code-switch,PSU,1600, ,求 近期 回国 的 朋友 帮忙 带 东西 （ 化妆品 ） ！,3,,回国,2.92E-17,3.861544,VV,5,acl,,9.104206750465832E-5,,2,2,0,0
non-code-switch,PSU,1626, ,大使 所在 校园,3,,校园,1.88E-17,4.456256,NN,2,dobj,,3.641682700186333E-5,,2,1,0,0
non-code-switch,PSU,1631, ,已 邮件 联系 ， 请 查收,2,,邮件,2.05E-17,6.304888,NN,3,dep,,1.3352836567349886E-4,,2,1,0,0
non-code-switch,PSU,1633, ,停车 免费 ， 但是 要 跟 物业 登记 办 个 停车 证 。,7,,物业,1.97E-17,5.010684,NN,8,compound:nn,,2.1850096201117997E-4,,2,1,0,0
non-code-switch,PSU,1639, ,租金 大概 什么 价位 可以 接受 呢 ？,1,,租金,2.34E-17,7.042348,NN,6,nsubj,,9.104206750465832E-5,,2,5,0,0
non-code-switch,PSU,1655, ,原价 $200  大 几 买 的 ， 带 不 走 了 ， 忍痛 割爱 。,14,,割爱,4.06E-20,7.23976,NN,13,dobj,,1.2138942333954442E-5,,2,1,0,0
non-code-switch,PSU,1667, ,希望 大家 能 帮忙 推荐 ， 有 合适 的 请 联系 我 。,10,,请,1.93E-16,5.504101,VV,11,xcomp,,8.072396652079705E-4,,1,1,0,0
non-code-switch,PSU,1691, ,另 售 汽车 ：,1,,另,6.60E-16,3.093914,AD,2,advmod,,1.3959783684047608E-4,,1,1,0,0
non-code-switch,PSU,1708, ,老板 是 华人 留学生 。,3,,华人,4.34E-17,3.810636,NN,4,compound:nn,,1.8208413500931665E-5,,2,1,0,0
non-code-switch,PSU,1714, ,可否 租 八 个 月 ？,5,,月,5.24E-15,0.8894775,NN,2,dobj,,3.763072123525877E-4,,1,3,0,0
non-code-switch,PSU,1729, ,出售 二手 自行车 ， 只 骑 了 一 个 多 月 ， 提供 票据 ， 可以 去 店内 保修 。,2,,二手,2.53E-18,3.373586,JJ,3,amod,,1.8208413500931665E-5,,2,1,0,0
non-code-switch,PSU,1779, ,联系 起来 ！,2,,起来,9.65E-16,1.231838,VV,1,advmod:rcomp,,2.4277884667908884E-5,,2,1,0,0
non-code-switch,PSU,1783, ,家里 有 自己 买 的 小 洗衣机 ， 公用 家具 齐全 。,6,,小,7.75E-16,3.264341,JJ,7,amod,,2.7919567368095216E-4,,1,1,0,0
non-code-switch,PSU,1817, ,谢谢 答复 ， 能否 说 详细 点 ？,6,,详细,1.12E-16,4.930351,JJ,7,amod,,6.676418283674943E-5,,2,1,0,0
non-code-switch,PSU,1820, ,取暖 是 烧 燃气 ， 所以 也是 免费 。,3,,烧,6.18E-18,4.928761,VV,0,root,,6.069471166977221E-6,,1,0,1,0
non-code-switch,PSU,1822, ,小区 环境 优美 ， 背后 是 公园 。,7,,公园,3.69E-17,4.508275,NN,3,conj,,9.104206750465832E-5,,2,4,0,0
non-code-switch,PSU,1827, ,房间 就是 美国 家庭 平时 住 的 房子 。,4,,家庭,4.37E-16,3.321417,NN,6,nsubj,,5.462524050279499E-5,,2,2,0,0
non-code-switch,PSU,1828, ,要求 吃 了 饭 请 收拾 碗 。,1,,要求,1.36E-15,4.813935,VV,0,root,,1.4566730800745332E-4,,2,0,1,0
non-code-switch,PSU,1830, ,秋天 落叶 ， 冬天 大雪 ， 夏天 萤火虫 。,2,,落叶,1.21E-18,2.663952,NN,5,nsubj,,6.069471166977221E-6,,2,3,0,0
non-code-switch,PSU,1833, ,不过 最近 驾照 有点 问题 ， 都 是 偷偷 在 开 。,3,,驾照,1.71E-19,6.628356,NN,11,dep,,1.2745889450652164E-4,,2,8,0,0
non-code-switch,PSU,1836, ,我 打算 住 三 晚 ( nov.,6,,(,,3.961068,VV,3,conj,,3.034735583488611E-4,,1,3,0,0
non-code-switch,PSU,1857, ,欢迎 各位 有意 归国 发展 的 国际 关系 和 经济学 博士 、 硕士 加盟 丝 路 国家 战略 研究 中心 。,4,,归国,5.08E-21,5.49263,VV,3,ccomp,,6.069471166977221E-6,,2,1,0,0
non-code-switch,PSU,1866, ,可以 议价 。,2,,议价,4.43E-18,5.345536,VV,0,root,,1.8208413500931665E-5,,2,0,1,0
non-code-switch,PSU,1868, ,其他 地方 的 房子 也 可 考虑 。,4,,房子,5.70E-17,4.000933,NN,7,nsubj,,8.375870210428566E-4,,2,3,0,0
non-code-switch,PSU,1885, ,您 会 填写 一些 问卷,5,,问卷,1.62E-17,6.070632,NN,3,dobj,,1.2138942333954442E-5,,2,2,0,0
non-code-switch,PSU,1893, ,你 好 ， 有 扶手 ， 靠背 很 高 ， 可以 靠 头 。,9,,高,1.12E-15,3.62658,VA,2,conj,,1.6387572150838498E-4,,1,7,0,0
non-code-switch,PSU,1898, ,已 有 人 预订 ， 谢谢,6,,谢谢,1.57E-17,5.451374,VV,4,ccomp,,1.7601466384233942E-4,,2,2,0,1
non-code-switch,PSU,1900, ,联系 的 时候 可以 顺带 介绍 一下 所在 的 小区 位置 、 房租 （ 是否 包括 水电 网 暖 等 ） 、 如果 有 照片 更 好 。,3,,时候,7.22E-16,2.936322,NN,6,nsubj,,1.2138942333954442E-4,,2,3,0,0
non-code-switch,PSU,1907, ,一 个 八 成 新 成人 自行车 、 一 个 小孩 自行车 。,5,,新,2.31E-15,2.983841,JJ,7,amod,,3.156125006828155E-4,,1,2,0,0
non-code-switch,PSU,1941, ,一 楼 是 客厅 和 厨房 ， 还 有 一 个 地下室 。,12,,地下室,2.70E-18,5.022952,NN,9,dobj,,1.3959783684047608E-4,,3,3,0,0
non-code-switch,PSU,1949, ,请问 桌子 还 在 不在 ， 具体 尺寸 ？,7,,具体,7.52E-16,4.086251,JJ,8,amod,,1.699451926753622E-4,,2,1,0,1
non-code-switch,PSU,1953, ,租金 可 议 ， 希望 带 独立 卫生间 。,3,,议,1.26E-16,3.865618,VV,0,root,,1.2138942333954442E-5,,1,0,1,0
non-code-switch,PSU,1985, ,保险 一 个 月 多少 钱 ？,6,,钱,1.84E-16,1.592732,NN,4,dobj,,3.641682700186333E-5,,1,2,0,0
non-code-switch,PSU,1995, ,只 接受 短信 联系 。,3,,短信,2.91E-18,5.248631,NN,4,compound:nn,,1.0925048100558999E-4,,2,1,0,0
non-code-switch,PSU,2022, ,微 信号 显示 用户 不 存在 。,1,,微,2.79E-17,4.103536,JJ,2,amod,,4.855576933581777E-5,,1,1,0,0
non-code-switch,PSU,2040, ,你 发 我 邮箱 ， 我 发 图片 给 你 。,7,,发,6.77E-16,4.113734,VV,2,conj,,1.6387572150838498E-4,,1,5,0,0
non-code-switch,PSU,2047, ,刀具 已 出,1,,刀具,1.33E-18,5.976814,NN,3,nsubj,,6.069471166977221E-6,,2,2,0,0
non-code-switch,PSU,2063, ,有 更新 ， 欢迎 联系 。,5,,联系,6.05E-16,5.068726,NN,4,dobj,,9.04351203879606E-4,,2,1,0,0
non-code-switch,PSU,2078, ,地理 位置 无所谓 。,1,,地理,1.16E-16,4.474815,NN,2,compound:nn,,4.248629816884055E-5,,2,1,0,0
non-code-switch,PSU,2080, ,晚上 其他 时间 到 的 同学 也 可以 一起 。,8,,可以,2.86E-15,1.638043,VV,9,aux:modal,,0.0022092875047797084,,2,1,0,0
non-code-switch,PSU,2083, ,可以 发 邮件 或 回复 。,3,,邮件,2.05E-17,5.67024,NN,5,conj,,1.3352836567349886E-4,,2,2,0,0
non-code-switch,PSU,2091, ,有 客户 经验 ， 沟通 能力 强者 优先 ；,2,,客户,9.52E-17,5.118267,NN,3,compound:nn,,1.8208413500931665E-5,,2,1,0,0
non-code-switch,PSU,2104, ,拖车 是 什么 意思 ？,4,,意思,1.59E-16,1.425885,NN,0,root,,1.8208413500931665E-5,,2,0,1,0
non-code-switch,PSU,2119, ,有 需要 或者 想 看 实物 图片 的 朋友 可以 短信 微 信 询问 ， 价格 可 小刀 。,17,,可,1.43E-15,2.961744,VV,18,aux:modal,,7.101281265363349E-4,,1,1,0,0
non-code-switch,PSU,2139, ,您 好 ， 搅拌机 还 有 吗,1,,您,1.13E-16,5.160723,PN,2,nsubj,,7.890312517070388E-5,,1,1,0,0
non-code-switch,PSU,2148, ,车 还 在 欢迎 咨询 试车 ！,4,,欢迎,1.39E-16,4.931167,NN,5,nmod:prep,,2.1850096201117997E-4,,2,1,0,0
non-code-switch,PSU,2163, ,小区 后面 有 不错 的 公园 。,4,,不错,2.31E-17,3.552506,JJ,6,amod,,7.283365400372666E-5,,2,2,0,0
non-code-switch,PSU,2172, ,网络 状况 要好 ；,1,,网络,2.75E-16,3.936948,NN,2,compound:nn,,6.676418283674943E-5,,2,1,0,0
non-code-switch,PSU,2183, ,只 此 两 天 ， 欲 购 从速 。,7,,购,5.53E-17,4.027455,VV,0,root,,1.2138942333954442E-5,,1,0,1,0
non-code-switch,PSU,2200, ,地下 一 层 是 地下室 ， 储藏 东西 用 的 。,1,,地下,4.81E-17,4.080203,JJ,2,amod,,1.8208413500931665E-5,,2,1,0,0
non-code-switch,PSU,2217, ,标题 的 里程 数 忘 了 改 了 。,4,,数,3.49E-16,4.540254,NN,5,nsubj,,2.4277884667908884E-5,,1,1,0,0
non-code-switch,PSU,2224, ,入住 时间 大概 七 月 底 到 整个 八 月 应该 都 可以 ， 咱 可以 具体 商量 。,13,,可以,2.86E-15,1.140278,VV,1,conj,,0.0022092875047797084,,2,12,0,0
non-code-switch,PSU,2247, ,分享 一下 凌晨 收到 的 钓鱼 邮件 ： 打开 邮件 里 的 链接 后 显示 如下 ， 注意 网址 ：,6,,钓鱼,1.66E-20,5.319676,NN,7,compound:nn,,6.069471166977221E-6,,2,1,0,0
non-code-switch,PSU,2256, ,试 了 许久 都 传 不 上 图片 ， 可 联系 微 信 发 实物 图 。,3,,许久,6.16E-18,4.424233,NN,7,nsubj,,6.069471166977221E-6,,2,4,0,0
non-code-switch,PSU,2272, ,本人 女 ， 研究生 ， 性格 温和 ， 请 有意 向 者 联系 。,12,,者,2.52E-15,4.747086,NN,13,nmod:prep,,6.676418283674943E-5,,1,1,0,0
non-code-switch,PSU,2281, ,房子 很 新 很 干净 ；,1,,房子,5.70E-17,5.512905,NN,5,nsubj,,8.375870210428566E-4,,2,4,0,0
non-code-switch,PSU,2320, ,请 直接 电话 联系 ， 谢谢,4,,联系,6.05E-16,2.649292,NN,1,dobj,,9.04351203879606E-4,,2,3,0,0
non-code-switch,PSU,2331, ,你 好 ， 转椅 卖 了 吗 ？,1,,你,1.63E-15,3.991114,PN,2,nsubj,,8.922122615456515E-4,,1,1,0,0
non-code-switch,PSU,2332, ,预定 烤箱 ， 谢谢 ， 楼 主 联系 方式 ？,7,,主,5.09E-16,3.516645,JJ,9,amod,,1.0925048100558999E-4,,1,2,0,0
non-code-switch,PSU,2346, ,请问 是 必须 买 学校 保险 还是 自行 购买 也 可以 ？,5,,学校,6.26E-16,3.898927,NN,6,compound:nn,,4.916271645251549E-4,,2,1,0,0
non-code-switch,PSU,2354, ,您 好 。,2,,好,1.73E-15,4.76033,VA,0,root,,0.001128921637057763,,1,0,1,0
non-code-switch,PSU,2381, ,有 意向 的 请 联系 linfan.,4,,请,1.93E-16,5.355767,VV,6,acl,,8.072396652079705E-4,,1,2,0,0
non-code-switch,PSU,2411, ,全球 市值 第二 的 在线 旅行 服务 公司 ！,3,,第二,1.63E-18,3.175013,OD,6,dep,,9.104206750465832E-5,,2,3,0,0
non-code-switch,PSU,2434, ,房间 含 独立 卫生间 以及 衣帽间 。,3,,独立,4.10E-16,3.635602,JJ,4,amod,,3.2168197184979274E-4,,2,1,0,0
non-code-switch,PSU,2441, ,访 学 夫妻,2,,学,1.55E-15,2.239168,VV,0,root,,4.248629816884055E-5,,1,0,1,0
non-code-switch,PSU,2444, ,如果 可以 考虑 ， 请 发给 我 联系 方式 ， 谢谢 。,9,,方式,9.37E-16,4.40709,NN,6,dobj,,1.9422307734327107E-4,,2,3,0,0
non-code-switch,PSU,2458, ,我 按照 上面 的 联系 方式 问 了 一下 没有 人 回应 。,5,,联系,6.05E-16,3.689016,NN,6,compound:nn,,9.04351203879606E-4,,2,1,0,0
non-code-switch,PSU,2515, ,白天 一般 都 在 学校 ， 晚上 作息 正常 。,5,,学校,6.26E-16,2.733799,NN,4,dobj,,4.916271645251549E-4,,2,1,0,0
non-code-switch,PSU,2532, ,楼 主 没 留 联系 方式 么 ？,1,,楼,1.04E-16,5.387967,NN,2,compound:nn,,6.85850241868426E-4,,1,1,0,0
non-code-switch,PSU,2547, ,家具 等 生活 用品 齐全 ， 拎包 入住 。,3,,生活,1.74E-15,3.732946,NN,4,compound:nn,,1.699451926753622E-4,,2,1,0,0
non-code-switch,PSU,2556, ,本人 性别 女 ， 安静 ， 不 开 趴 ， 不 养 宠物 。,13,,宠物,1.71E-18,2.552417,NN,12,dobj,,3.641682700186333E-5,,2,1,0,0
non-code-switch,PSU,2561, ,你 好 ， 请 问 房子 还 在 出租 吗 ？,1,,你,1.63E-15,3.991114,PN,2,nsubj,,8.922122615456515E-4,,1,1,0,0
non-code-switch,PSU,2593, ,所以 没有 车 的 同学 也 是 很 方便 的 哦 ！,3,,车,1.90E-16,4.230991,NN,2,dobj,,3.5202932768467883E-4,,1,1,0,0
non-code-switch,PSU,2600, ,房子 整洁 干净 ， 设施 很 好 。,7,,好,1.73E-15,3.559633,VA,2,conj,,0.001128921637057763,,1,5,0,0
non-code-switch,PSU,2603, ,上下 两 层 也 适合 两 个 家庭 。,4,,也,5.45E-15,2.91076,AD,5,advmod,,9.89323800217287E-4,,1,1,0,0
non-code-switch,PSU,2616, ,请 问 你 房子 还 租 吗 ？,4,,房子,5.70E-17,5.0684,NN,6,nsubj,,8.375870210428566E-4,,2,2,0,0
non-code-switch,PSU,2651, ,已 租 到 ， 谢谢 ！,3,,到,5.42E-15,1.938717,VV,2,advmod:rcomp,,6.190860590316766E-4,,1,1,0,0
non-code-switch,PSU,2658, ,家里 有 一 个 公用 的 吸尘器 ， 可 使用 。,10,,使用,9.42E-16,1.989948,VV,2,conj,,7.890312517070388E-5,,2,8,0,0
non-code-switch,PSU,2662, ,［ 暑期 已 租 ］ 请 关注 我 发 的 长 租 信息,11,,长,1.22E-15,3.864581,NN,12,nsubj,,4.248629816884055E-5,,1,1,0,0
non-code-switch,PSU,2679, ,能 主动 挑 高球 ， 但 还 不 能 控制 球 的 高度 和 深度 ；,6,,但,3.12E-15,1.692589,AD,10,advmod,,1.2138942333954442E-4,,1,4,0,1
non-code-switch,PSU,2683, ,单打 接 发球 有 深度 ， 双打 接 发球 能 根据 需要 而 变化 。,11,,根据,1.09E-15,2.97997,P,12,case,,1.8208413500931665E-5,,2,1,0,0
non-code-switch,PSU,2691, ,能 根据 对手 情况 变化 战术 ， 双打 中 与 同伴 配合 默契 。,4,,情况,1.64E-15,4.65011,NN,5,nmod:prep,,1.0925048100558999E-4,,2,1,0,0
non-code-switch,PSU,2704, ,请问 有 没 有 人 能 提供 搬家 服务 ？,9,,服务,1.07E-15,3.18185,NN,7,dobj,,7.890312517070388E-5,,2,2,0,0
non-code-switch,PSU,2728, ,诚意 求购 自行车 一 辆 ， 好 骑 ， 刹车 正常 。,5,,辆,6.66E-17,2.358143,M,4,mark:clf,,4.248629816884055E-5,,1,1,0,0
non-code-switch,PSU,2749, ,有 原 包装 。,2,,原,2.83E-16,3.904228,JJ,3,amod,,2.4277884667908884E-5,,1,1,0,0
non-code-switch,PSU,2772, ,一 个 打印机 ， 里面 还 有 一半 油墨 。,3,,打印机,3.56E-18,6.009189,NN,7,nmod:topic,,3.0347355834886106E-5,,3,4,0,0
non-code-switch,PSU,2775, ,电话 前 先 短信 我 ~ 广告 骚扰 电话 太 多 了 ， 请 谅解 。,4,,短信,2.91E-18,5.882037,NN,11,dep,,1.0925048100558999E-4,,2,7,0,0
non-code-switch,PSU,2776, ,车 还 在,1,,车,1.90E-16,4.722855,NN,3,nsubj,,3.5202932768467883E-4,,1,2,0,0
non-code-switch,PSU,2797, ,房子 很 新 ， 公共 区域 木 地板 ， 卧室 内 地毯 ， 餐厅 客厅 设施 齐全 。,12,,地毯,3.95E-18,6.194952,NN,17,nmod:topic,,6.069471166977221E-5,,2,5,0,0
non-code-switch,PSU,2798, ,客厅 有 电视 、 沙发 。,1,,客厅,6.20E-18,6.258925,NN,2,dep,,4.855576933581777E-4,,2,1,0,0
non-code-switch,PSU,2806, ,【 房子 情况 】 ： 公寓 是 一 个 两 居室 （ 两 室 一 厅 一 卫 ） ， 有 一 个 车位 。,10,,两,2.28E-15,3.985012,CD,11,dep,,0.0013352836567349887,,1,1,0,0
non-code-switch,PSU,2808, ,所以 可以 拎包 入住 ， 什么 都 不 用 准备 。,10,,准备,3.56E-16,5.013717,NN,9,dobj,,7.283365400372666E-5,,2,1,0,0
non-code-switch,PSU,2820, ,航班 时间 是 5,1,,航班,5.59E-18,5.976814,NN,2,compound:nn,,1.2138942333954442E-5,,2,1,0,0
non-code-switch,PSU,2837, ,出租 一 间 卧室 ， 各 种 家用 电器 和 家具 齐全 ， 拎包 入住 。,9,,电器,1.80E-17,5.755992,NN,11,conj,,3.641682700186333E-5,,2,2,0,0
non-code-switch,PSU,2854, ,采光 非常 好 。,3,,好,1.73E-15,1.782907,VA,0,root,,0.001128921637057763,,1,0,1,0
non-code-switch,PSU,2861, ,所以 最好 是 男生 联系 我 。,4,,男生,2.24E-18,4.938658,NN,5,nsubj,,1.7601466384233942E-4,,2,1,0,0
non-code-switch,PSU,2872, ,两 层 ， 五 个 卧室 ， 两 个 卫生间 。,10,,卫生间,4.05E-18,4.908605,VV,0,root,,4.552103375232916E-4,,3,0,1,0
non-code-switch,PSU,2907, ,想要 房间 照片 户型 图 的 请 联系 我 。,2,,房间,3.80E-17,5.163067,NN,5,compound:nn,,8.922122615456515E-4,,2,3,0,0
non-code-switch,PSU,2914, ,在 村里 可以 做 代步 工具 。,2,,村里,1.37E-17,5.155732,NN,4,nmod:prep,,1.0318100983861277E-4,,2,2,0,0
non-code-switch,PSU,2953, ,也 考虑 出租 其他 两 间 房间 ， 可 议 ！,7,,房间,3.80E-17,2.993224,NN,3,dobj,,8.922122615456515E-4,,2,4,0,0
non-code-switch,PSU,2956, ,我 是 第三 任 车主 ， 上 一 任 是 一 个 访问 学者 的 学长 ， 对 车 特别 负责 。,14,,学者,2.41E-16,4.728643,NN,16,nmod:assmod,,8.49725963376811E-5,,2,2,0,0
non-code-switch,PSU,2979, ,如 需要 可 提供 基本 的 床 和 桌子 。,7,,床,1.33E-17,4.966249,NN,9,conj,,6.676418283674943E-4,,1,2,0,0
non-code-switch,PSU,2982, ,洗衣 房 就 隔 一 堵 墙 ， 非常 方便 。,1,,洗衣,3.93E-18,5.415995,NN,2,compound:nn,,3.0347355834886106E-5,,2,1,0,0
non-code-switch,PSU,2992, ,客厅 宽敞 ， 厨房 明亮 ， 还 带 车棚 。,9,,车棚,3.49E-20,7.827159,NN,8,dobj,,6.069471166977221E-6,,2,1,0,0
non-code-switch,PSU,3039, ,时间 好 商议 ， 可以 只 租 一 两 个 月 。,11,,月,5.24E-15,1.424706,NN,7,dobj,,3.763072123525877E-4,,1,4,0,0
non-code-switch,PSU,3052, ,房子 朝向 好 ， 有 阳台 。,6,,阳台,4.39E-18,5.03144,NN,5,dobj,,4.855576933581777E-5,,2,1,0,0
non-code-switch,PSU,3070, ,接着 顶 起来 ~ ~ 价格 好 商量,1,,接着,5.54E-17,4.592087,AD,2,advmod,,6.069471166977221E-6,,2,1,0,0
non-code-switch,PSU,3085, ,小区 门口 就 有 公交 车站 ， 可以 坐ne/e，8-10 分钟 到 学校 图书馆 。,5,,公交,5.53E-18,4.653872,NN,6,compound:nn,,2.1243149084420275E-4,,2,1,0,0
non-code-switch,PSU,3087, ,性能 ： 动力 十足 ， 具有 多 种 辅助 驾驶 功能 。,3,,动力,1.32E-16,5.152884,NN,4,nsubj,,1.2138942333954442E-5,,2,1,0,1
non-code-switch,PSU,3094, ,小区 门口 就 是 公交 车站 ， 可以 坐ve/v ， 五 分钟 到 学校 图书馆 。,11,,五,1.75E-15,3.657209,CD,13,nsubj,,1.153199521725672E-4,,1,2,0,1
non-code-switch,PSU,3106, ,感谢 关注 ， 公寓 已 租 。,2,,关注,1.46E-16,4.590023,NN,1,dobj,,1.8208413500931665E-5,,2,1,0,0
non-code-switch,PSU,3121, ,客厅 有 餐桌 沙发 茶几 ， 有 阳台 可以 晒 被子,11,,被子,1.54E-18,6.654813,NN,10,dobj,,1.8208413500931665E-5,,2,1,0,0
non-code-switch,PSU,3122, ,小区 有 免费 打印机 ， 泳池 ， 健身房 ， 设施 齐全,10,,设施,2.41E-16,4.769245,NN,11,nsubj,,9.711153867163554E-5,,2,1,0,1
non-code-switch,PSU,3127, ,公寓 位于 二 楼 ， 客厅 是 木质 地板 ， 卧室 是 地毯 .,8,,木质,1.10E-18,4.795223,NN,9,compound:nn,,1.8208413500931665E-5,,2,1,0,0
non-code-switch,PSU,3128, ,客厅 有 很 宽敞 的 阳台 .,6,,阳台,4.39E-18,4.997001,NN,2,dobj,,4.855576933581777E-5,,2,4,0,0
non-code-switch,PSU,3129, ,还有 电 钢琴 一 架 。,2,,电,1.94E-16,4.994474,NN,3,compound:nn,,1.0318100983861277E-4,,1,1,0,0
non-code-switch,PSU,3144, ,夏天 可 烧烤 ， 聚餐 等 ） 独立 车库 ；,8,,独立,4.10E-16,4.251224,JJ,9,amod,,3.2168197184979274E-4,,2,1,0,1
non-code-switch,PSU,3165, ,有 半 独立 的 卫生间 ！,3,,独立,4.10E-16,2.838742,JJ,5,amod,,3.2168197184979274E-4,,2,2,0,0
non-code-switch,PSU,3179, ,微 信号 ： bushiba_1234 .,2,,信号,4.17E-17,3.027065,NN,0,root,,3.0347355834886106E-5,,2,0,1,0
non-code-switch,PSU,3202, ,本 任 车主 也 定期 对 车辆 进行 了 检查 、 更换 机油 及 其他 维护 。,10,,检查,1.86E-16,2.996281,NN,8,dobj,,1.8208413500931665E-5,,2,2,0,0
non-code-switch,PSU,3203, ,开 高速 时 更能 体现 该 车 性能 （ 备注 ： ） ， 可 带给 我们 愉快 的 旅途 体验 。,19,,旅途,3.46E-18,4.893178,NN,20,compound:nn,,6.069471166977221E-6,,2,1,0,0
non-code-switch,PSU,3212, ,） 室内 照片 小区 业主 是 一 位 和善 的 大娘 。,7,,一,1.35E-14,1.300497,CD,9,nummod,,0.004236490874550101,,1,2,0,0
non-code-switch,PSU,3222, ,房租 $425  / 月 ， 不 含 水电 。,4,,月,5.24E-15,3.459783,M,2,mark:clf,,3.763072123525877E-4,,1,2,0,1
non-code-switch,PSU,3234, ,只 能 证明 我 有 这样 的 身份 证明 。,8,,身份,1.31E-16,3.506074,NN,9,compound:nn,,3.0347355834886106E-5,,2,1,0,0
non-code-switch,PSU,3237, ,夏天 应该 也 不 会 在 这里 ， 所以 你 可以 一 个 人 拥有 整个 公寓 。,17,,公寓,1.10E-17,4.183248,NN,15,dobj,,6.372944725326083E-4,,2,2,0,0
non-code-switch,PSU,3241, ,家具 、 各种 厨具 齐全 ， 免费 赠送 ， 可 拎包 入住 。,5,,齐全,2.54E-17,5.850079,VA,0,root,,2.670567313469977E-4,,2,0,1,0
non-code-switch,PSU,3249, ,还 包括 家具 ： 床 ， 桌子 ， 两 把 椅子 ， 沙发 ， 电视 ， 小 柜子 .,3,,家具,1.16E-17,4.635282,NN,5,dep,,6.130165878646994E-4,,2,2,0,0
non-code-switch,PSU,3270, ,超大 客厅 ， 卧室 宽敞 。,4,,卧室,3.33E-18,6.307522,NN,5,nsubj,,7.768923093730843E-4,,2,1,0,1
non-code-switch,PSU,3293, ,小 吸尘器 原价 20，514 .,2,,吸尘器,1.43E-19,7.169563,NN,3,nsubj,,1.8208413500931665E-5,,3,1,0,0
non-code-switch,PSU,3300, ,这 类 车 要 经过 很 专业 的 检查 才 能 买 。,7,,专业,5.36E-16,3.52214,JJ,9,amod,,7.283365400372666E-5,,2,2,0,0
non-code-switch,PSU,3303, ,可以 开车 ， 时间 也 可以 商量 ， 多谢 !,10,,!,,4.601963,NN,9,dobj,,1.7601466384233942E-4,,1,1,0,0
non-code-switch,PSU,3329, ,小区 门口 有 两 个 公交 车站 ， 交通 非常 方便 。,6,,公交,5.53E-18,4.424304,NN,7,compound:nn,,2.1243149084420275E-4,,2,1,0,0
